# ::id 815000
# ::tok Even so , I had just returned from an arduous journey , exhausted and badly needing a rest .
# ::alignments 0-1.1 1-1.1 3-1.2.1 5-1.2.3 6-1.2.2.2 7-1.2.4.1 8-1.2.4.2 9-1.2.4.3 10-1.2.4.4 12-1.3.2.3 13-1.3.2.1 14-1.3.2.2.1 15-1.3.2.2.2 16-1.3.2.2.2 17-1.3.2.2.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0,1)
    :H (v3 / label
           :A (v5 / label~e.3)
           :P (v6 / label
                  :C (v10 / label~e.6))
           :D (v7 / label~e.5)
           :A (v8 / label
                  :R (v11 / label~e.7)
                  :E (v12 / label~e.8)
                  :E (v13 / label~e.9)
                  :C (v14 / label~e.10)))
    :H (v4 / label
           :A v5
           :S (v9 / label
                  :N (v15 / label~e.13)
                  :C (v16 / label
                          :E (v18 / label~e.14)
                          :C (v19 / label~e.15,16,17))
                  :C (v17 / label~e.12))))
