# ::id 899007
# ::tok The devilfish doesn ’t belong to the vertebrate branch , and even if it were 500 feet long , it would still be utterly harmless to ships like the Scotia or the Abraham Lincoln .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.3 4-1.1.2.2 5-1.1.4.1 6-1.1.4.2.1 7-1.1.4.3 8-1.1.4.2.2 10-1.2 11-1.3.1 12-1.3.2 13-1.4.1 15-1.4.3.1 16-1.4.3.2 17-1.4.2.2 19-1.5.1 20-1.5.2.1 21-1.5.3 23-1.5.4 24-1.5.2.3 25-1.5.5.1 26-1.5.5.2 27-1.5.5.3.1 28-1.5.5.3.2.1.1 29-1.5.5.3.2.1.2 30-1.5.5.3.2.2 31-1.5.5.3.2.3.1 32-1.5.5.3.2.3.2 33-1.5.5.3.2.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label
                  :E (v21 / label~e.0)
                  :C (v22 / label~e.1))
           :P (v8 / label
                  :C (v23 / label~e.4))
           :D (v9 / label~e.3)
           :A (v10 / label
                   :R (v24 / label~e.5)
                   :E (v25 / label
                           :E (v35 / label~e.6)
                           :C (v36 / label~e.8))
                   :C (v26 / label~e.7)))
    :L (v3 / label~e.10)
    :L (v4 / label
           :E (v11 / label~e.11)
           :C (v12 / label~e.12))
    :H (v5 / label
           :A (v13 / label~e.13)
           :S (v14 / label
                   :C (v27 / label~e.17))
           :A (v15 / label
                   :E (v28 / label~e.15)
                   :C (v29 / label~e.16)))
    :H (v6 / label
           :A (v16 / label~e.19)
           :P (v17 / label
                   :E (v30 / label~e.20)
                   :C (v31 / label~e.24))
           :D (v18 / label~e.21)
           :D (v19 / label~e.23)
           :A (v20 / label
                   :R (v32 / label~e.25)
                   :C (v33 / label~e.26)
                   :E (v34 / label
                           :R (v37 / label~e.27)
                           :C (v38 / label
                                   :C (v39 / label
                                           :E (v42 / label~e.28)
                                           :C (v43 / label~e.29))
                                   :N (v40 / label~e.30)
                                   :C (v41 / label
                                           :E (v44 / label~e.31)
                                           :C (v45 / label~e.32,33)))))))
