# ::id 309000
# ::tok These last words were cowardly of me ; but as far as I could , I wanted to protect my professorial dignity and not lay myself open to laughter from the Americans , who when they do laugh , laugh raucously .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.3 5-1.1.4.1 6-1.1.4.2 8-1.2 9-1.3.1 10-1.3.2 11-1.3.3 12-1.4.3 13-1.4.4 15-1.5.1 16-1.5.2 18-1.4.1 19-1.5.5.1 20-1.5.5.2 21-1.4.2 22-1.6 23-1.7.1 24-1.7.2 25-1.7.3 26-1.7.2 27-1.7.4.1 28-1.7.4.2 29-1.7.4.3.1 30-1.7.4.3.2 31-1.7.4.3.3 33-1.7.4.3.4.1 34-1.7.4.3.4.2 35-1.7.4.3.4.3.1 36-1.7.4.3.4.3.2 37-1.7.4.3.4.3.3 39-1.7.4.3.4.4.1 40-1.7.4.3.4.4.2
(v1 / label
    :H (v2 / label
           :A (v9 / label
                  :E (v26 / label~e.0)
                  :E (v27 / label~e.1)
                  :C (v28 / label~e.2))
           :S (v10 / label~e.4)
           :A (v11 / label
                   :R (v29 / label~e.5)
                   :C (v30 / label~e.6)))
    :L (v3 / label~e.8)
    :L (v4 / label
           :R (v12 / label~e.9)
           :C (v13 / label~e.10)
           :R (v14 / label~e.11))
    :H (v5 / label
           :P (v15 / label~e.18)
           :A (v16 / label~e.21)
           :A (v17 / label~e.12)
           :D (v18 / label~e.13))
    :H (v6 / label
           :A (v19 / label~e.15)
           :D (v20 / label~e.16)
           :P v15
           :A (v21 / label
                   :E (v31 / label~e.19)
                   :E (v32 / label~e.20)
                   :C v16))
    :L (v7 / label~e.22)
    :H (v8 / label
           :D (v22 / label~e.23)
           :P (v23 / label~e.24,26)
           :A (v24 / label~e.25)
           :A (v25 / label
                   :R (v33 / label~e.27)
                   :P (v34 / label~e.28)
                   :A (v35 / label
                           :R (v36 / label~e.29)
                           :E (v37 / label~e.30)
                           :C (v38 / label~e.31)
                           :E (v39 / label
                                   :R (v40 / label~e.33)
                                   :L (v41 / label~e.34)
                                   :H (v42 / label
                                           :A (v44 / label~e.35)
                                           :D (v45 / label~e.36)
                                           :P (v46 / label~e.37))
                                   :H (v43 / label
                                           :P (v47 / label~e.39)
                                           :D (v48 / label~e.40)
                                           :A v44))))
           :A v19))
