# ::id 2991002
# ::tok This reaction mounted upward from the bowels of the ship , from the quarters of the bunker hands to the messroom of the general staff ; and for certain , if it had n't been for Commander Farragut 's characteristic stubbornness , the frigate would ultimately have put back to that cape in the south .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2 3-1.1.2 4-1.1.3.1 6-1.1.3.2.2 7-1.1.3.2.3.1 9-1.1.3.2.3.3 11-1.1.3.3 13-1.1.3.4.2 14-1.1.3.4.3.1 16-1.1.3.4.3.3 17-1.1.3.5 18-1.1.3.5 20-1.1.3.6.2 21-1.1.3.6.3.1 23-1.1.3.6.3.3 24-1.1.3.6.3.4 26-1.2 27-1.3.2 28-1.3.2 30-1.4 31-1.5.1 32-1.5.1 33-1.5.1 34-1.5.1 35-1.5.1 36-1.5.2.1 37-1.5.2.2 38-1.5.2.3 39-1.5.3 40-1.5.4 43-1.3.3.2 44-1.3.4 45-1.3.5 47-1.3.7 48-1.3.7 49-1.3.8.1 50-1.3.8.2 51-1.3.8.3 52-1.3.8.4.1 54-1.3.8.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label
                  :E (v21 / label~e.0)
                  :C (v22 / label~e.1))
           :P (v8 / label~e.2,3)
           :A (v9 / label
                  :R (v23 / label~e.4)
                  :C (v24 / label
                          :C (v37 / label~e.6)
                          :E (v38 / label
                                  :R (v45 / label~e.7)
                                  :C (v46 / label~e.9)))
                  :R (v25 / label~e.11)
                  :C (v26 / label
                          :C (v39 / label~e.13)
                          :E (v40 / label
                                  :R (v47 / label~e.14)
                                  :C (v48 / label~e.16)))
                  :R (v27 / label~e.17,18)
                  :C (v28 / label
                          :C (v41 / label~e.20)
                          :E (v42 / label
                                  :R (v49 / label~e.21)
                                  :E (v50 / label~e.23)
                                  :C (v51 / label~e.24)))))
    :L (v3 / label~e.26)
    :H (v4 / label
           :A (v10 / label)
           :G (v11 / label~e.27,28)
           :A (v12 / label
                   :C (v29 / label~e.43))
           :D (v13 / label~e.44)
           :D (v14 / label~e.45)
           :P (v15 / label~e.47,48)
           :A (v16 / label
                   :R (v30 / label~e.49)
                   :E (v31 / label~e.50)
                   :C (v32 / label~e.51)
                   :E (v33 / label
                           :R (v43 / label~e.52)
                           :C (v44 / label~e.54))))
    :L (v5 / label~e.30)
    :H (v6 / label
           :D (v17 / label~e.31,32,33,34,35)
           :A (v18 / label
                   :E (v34 / label~e.36)
                   :C (v35 / label~e.37)
                   :R (v36 / label~e.38))
           :D (v19 / label~e.39)
           :S (v20 / label~e.40)))
