# ::id 2922006
# ::tok " What about master 's collections ? " Conseil ventured to observe . "
# ::alignments 1-1.1.7.1 2-1.1.7.1 3-1.1.7.2.1.1 4-1.1.7.2.1.2 5-1.1.7.2.2 8-1.1.8 9-1.1.9 11-1.1.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label~e.11)
           :A (v4 / label
                  :S (v7 / label~e.1,2)
                  :A (v8 / label
                         :E (v9 / label
                                :C (v11 / label~e.3)
                                :R (v12 / label~e.4))
                         :C (v10 / label~e.5)))
           :A (v5 / label~e.8)
           :D (v6 / label~e.9)))
