# ::id 832000
# ::tok Our baggage was immediately carried to the deck of the frigate .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.3 4-1.1.2.2 5-1.1.4.4.1 6-1.1.4.4.2 7-1.1.4.4.3 8-1.1.4.4.4 9-1.1.4.1 10-1.1.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v7 / label~e.0)
                  :C (v8 / label~e.1))
           :P (v4 / label
                  :C (v9 / label~e.4))
           :D (v5 / label~e.3)
           :A (v6 / label
                  :E (v10 / label~e.9)
                  :C (v11 / label~e.10)
                  :E (v12 / label
                          :R (v13 / label~e.5)
                          :E (v14 / label~e.6)
                          :C (v15 / label~e.7)
                          :R (v16 / label~e.8)))))
