# ::id 904009
# ::tok Now , my gallant Ned , do you know how many square centimeters you have on your bodily surface ? ”
# ::alignments 0-1.1 2-1.2.4.1 3-1.2.4.2 4-1.2.4.3 8-1.2.1 9-1.2.2.1.1 10-1.2.2.1.1 11-1.2.2.1.2 12-1.2.2.1.3 13-1.2.2.2 14-1.2.2.3 15-1.2.2.4.1 16-1.2.2.4.2 17-1.2.2.4.3 18-1.2.2.4.4
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :P (v4 / label~e.8)
           :A (v5 / label
                  :A (v7 / label
                         :E (v14 / label~e.9,10)
                         :E (v15 / label~e.11)
                         :C (v16 / label~e.12))
                  :A (v8 / label~e.13)
                  :P (v9 / label~e.14)
                  :A (v10 / label
                          :R (v17 / label~e.15)
                          :E (v18 / label~e.16)
                          :E (v19 / label~e.17)
                          :C (v20 / label~e.18)))
           :A (v6 / label
                  :E (v11 / label~e.2)
                  :E (v12 / label~e.3)
                  :C (v13 / label~e.4))))
