# ::id 2981000
# ::tok As for me , I was hardly drawn by the lure of money and yet was far from the least attentive on board .
# ::alignments 0-1.1.1 1-1.1.1 2-1.1.1 4-1.1.2 6-1.1.4 7-1.1.5 8-1.1.6.1 10-1.1.6.3 11-1.1.6.4.1 12-1.1.6.4.2 13-1.2 14-1.2 16-1.3.3.1 17-1.3.3.2 19-1.3.3.4 20-1.3.4 21-1.3.5.1 22-1.3.5.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :G (v5 / label~e.0,1,2)
           :A (v6 / label~e.4)
           :D (v7 / label~e.6)
           :P (v8 / label~e.7)
           :A (v9 / label
                  :R (v13 / label~e.8)
                  :C (v14 / label~e.10)
                  :E (v15 / label
                          :R (v21 / label~e.11)
                          :C (v22 / label~e.12))))
    :L (v3 / label~e.13,14)
    :H (v4 / label
           :A v6
           :D (v10 / label
                   :R (v16 / label~e.16)
                   :R (v17 / label~e.17)
                   :C (v18 / label~e.19))
           :S (v11 / label~e.20)
           :A (v12 / label
                   :R (v19 / label~e.21)
                   :C (v20 / label~e.22))))
