# ::id 313001
# ::tok In New York preparations were under way for an expedition designed to chase this narwhale .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.2 3-1.1.2 5-1.1.3.2 6-1.1.3.2 7-1.1.4.3 8-1.1.4.4 9-1.1.4.1 10-1.1.4.2.3 12-1.1.4.2.4.2.2 13-1.1.4.2.4.3.1 14-1.1.4.2.4.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v7 / label~e.0)
                  :C (v8 / label~e.1,2))
           :A (v4 / label~e.3)
           :P (v5 / label
                  :C (v9 / label~e.5,6))
           :A (v6 / label
                  :C (v10 / label~e.9)
                  :E (v11 / label
                          :A v10
                          :A (v14 / label)
                          :P (v15 / label~e.10)
                          :A (v16 / label
                                  :A (v17 / label)
                                  :P (v18 / label
                                          :C (v20 / label~e.12))
                                  :A (v19 / label
                                          :E (v21 / label~e.13)
                                          :C (v22 / label~e.14))))
                  :R (v12 / label~e.7)
                  :E (v13 / label~e.8))))
