# ::id 2931002
# ::tok Under this pressure the Abraham Lincoln reached an average speed of 18.3 miles per hour , a considerable speed but still not enough to cope with our gigantic cetacean .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.2.2 5-1.1.2.2 6-1.1.3 8-1.1.4.5 9-1.1.4.6 10-1.1.4.1.1 11-1.1.4.1.2 12-1.1.4.1.3 13-1.1.4.1.4.1 14-1.1.4.1.4.2 17-1.1.4.2.1.2 18-1.1.4.2.1.3 19-1.1.4.2.2 20-1.1.4.2.3.1 21-1.1.4.2.3.2 22-1.1.4.2.3.3 23-1.1.4.2.4 24-1.1.4.2.5.2 25-1.1.4.2.5.3.1 26-1.1.4.2.5.3.2 27-1.1.4.2.5.3.3.2 28-1.1.4.2.5.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v7 / label~e.0)
                  :E (v8 / label~e.1)
                  :C (v9 / label~e.2))
           :A (v4 / label
                  :C (v10 / label~e.4,5))
           :P (v5 / label~e.6)
           :A (v6 / label
                  :E (v11 / label
                          :R (v15 / label~e.10)
                          :Q (v16 / label~e.11)
                          :C (v17 / label~e.12)
                          :E (v18 / label
                                  :R (v24 / label~e.13)
                                  :C (v25 / label~e.14)))
                  :E (v12 / label
                          :H (v19 / label
                                  :S (v26 / label~e.17)
                                  :A (v27 / label~e.18))
                          :L (v20 / label~e.19)
                          :H (v21 / label
                                  :D (v28 / label~e.20)
                                  :D (v29 / label~e.21)
                                  :S (v30 / label~e.22)
                                  :A (v14 / label~e.9))
                          :L (v22 / label~e.23)
                          :H (v23 / label
                                  :A (v31 / label)
                                  :P (v32 / label~e.24)
                                  :A (v33 / label
                                          :R (v34 / label~e.25)
                                          :E (v35 / label~e.26)
                                          :E (v36 / label
                                                  :A (v37 / label~e.28)
                                                  :S (v38 / label~e.27))
                                          :C v37)))
                  :E (v13 / label~e.8)
                  :C v14)))
