# ::id 52001
# ::tok In 1840 this shrewd industrialist founded a postal service between Liverpool and Halifax , featuring three wooden ships with 400 - horsepower paddle wheels and a burden of 1,162 metric tons .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2.1 3-1.1.2.2 4-1.2.1 5-1.1.3 6-1.1.4.1 7-1.1.4.2 8-1.1.4.3 9-1.1.4.4.1 10-1.1.4.4.2.1 11-1.1.4.4.2.2 12-1.1.4.4.2.3 14-1.2.2 15-1.2.3.3 16-1.2.3.4 17-1.2.3.1 18-1.2.3.2.1.1 19-1.2.3.2.1.2.1 21-1.2.3.2.1.2.2 22-1.2.3.2.1.3 23-1.2.3.2.1.4 24-1.2.3.2.2 25-1.2.3.2.3.1 26-1.2.3.2.3.2 27-1.2.3.2.3.3.1 28-1.2.3.2.3.3.2 29-1.2.3.2.3.3.3 30-1.2.3.2.3.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :D (v4 / label
                  :R (v11 / label~e.0)
                  :C (v12 / label~e.1))
           :A (v5 / label
                  :E (v13 / label~e.2)
                  :E (v14 / label~e.3)
                  :C (v8 / label~e.4))
           :P (v6 / label~e.5)
           :A (v7 / label
                  :E (v15 / label~e.6)
                  :E (v16 / label~e.7)
                  :C (v17 / label~e.8)
                  :E (v18 / label
                          :R (v23 / label~e.9)
                          :C (v24 / label
                                  :C (v28 / label~e.10)
                                  :N (v29 / label~e.11)
                                  :C (v30 / label~e.12)))))
    :H (v3 / label
           :A v8
           :P (v9 / label~e.14)
           :A (v10 / label
                   :C (v19 / label~e.17)
                   :E (v20 / label
                           :C (v25 / label
                                   :R (v31 / label~e.18)
                                   :E (v32 / label
                                           :E (v38 / label~e.19)
                                           :C (v39 / label~e.21))
                                   :E (v33 / label~e.22)
                                   :C (v34 / label~e.23))
                           :N (v26 / label~e.24)
                           :C (v27 / label
                                   :E (v35 / label~e.25)
                                   :C (v36 / label~e.26)
                                   :E (v37 / label
                                           :R (v40 / label~e.27)
                                           :E (v41 / label~e.28)
                                           :E (v42 / label~e.29)
                                           :C (v43 / label~e.30))
                                   :R v31))
                   :E (v21 / label~e.15)
                   :E (v22 / label~e.16))))
