# ::id 886001
# ::tok Dexterity , coolness , bravery , and cunning were virtues he possessed to a high degree , and it took a truly crafty baleen whale or an exceptionally astute sperm whale to elude the thrusts of his harpoon .
# ::alignments 0-1.1.1.1 2-1.1.1.2 4-1.1.1.4 6-1.1.1.6 7-1.1.1.7 8-1.1.2 9-1.1.3.1 10-1.1.3.2.2 11-1.1.3.2.3 12-1.1.3.2.4.1 13-1.1.3.2.4.2 14-1.1.3.2.4.3 15-1.1.3.2.4.4 17-1.2 19-1.3.2 20-1.3.3.1.1 21-1.3.3.1.2.1 22-1.3.3.1.2.2 23-1.3.3.1.3 24-1.3.3.1.4 25-1.3.3.2 26-1.3.3.3.1 27-1.3.3.3.2.1 28-1.3.3.3.2.2 29-1.3.3.3.3 30-1.3.3.3.4 32-1.4.2.2 33-1.4.3.1 34-1.4.3.2 35-1.4.3.3.1 36-1.4.3.3.2 37-1.4.3.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label
                  :C (v13 / label~e.0)
                  :C (v14 / label~e.2)
                  :C (v15 / label~e.4)
                  :N (v16 / label~e.6)
                  :C (v17 / label~e.7))
           :S (v7 / label~e.8)
           :A (v8 / label
                  :C (v18 / label~e.9)
                  :E (v19 / label
                          :A v18
                          :A (v27 / label~e.10)
                          :P (v28 / label~e.11)
                          :D (v29 / label
                                  :R (v41 / label~e.12)
                                  :E (v42 / label~e.13)
                                  :E (v43 / label~e.14)
                                  :C (v44 / label~e.15)))))
    :L (v3 / label~e.17)
    :H (v4 / label
           :S (v9 / label~e.19)
           :A (v10 / label
                   :C (v20 / label
                           :E (v30 / label~e.20)
                           :E (v31 / label
                                   :E (v45 / label~e.21)
                                   :C (v46 / label~e.22))
                           :E (v32 / label~e.23)
                           :C (v33 / label~e.24))
                   :N (v21 / label~e.25)
                   :C (v22 / label
                           :E (v34 / label~e.26)
                           :E (v35 / label
                                   :E (v47 / label~e.27)
                                   :C (v48 / label~e.28))
                           :E (v36 / label~e.29)
                           :C (v37 / label~e.30))))
    :H (v5 / label
           :A v10
           :P (v11 / label
                   :C (v23 / label~e.32))
           :A (v12 / label
                   :E (v24 / label~e.33)
                   :C (v25 / label~e.34)
                   :E (v26 / label
                           :R (v38 / label~e.35)
                           :E (v39 / label~e.36)
                           :C (v40 / label~e.37)))))
