# ::id 2965002
# ::tok Because it takes incalculable strength just to live in those deep strata and withstand their pressure . "
# ::alignments 0-1.1.3.1 2-1.1.3.2.5 3-1.1.3.2.1 4-1.1.3.2.2 5-1.1.3.2.3.1.2 7-1.1.3.2.3.1.4 8-1.1.3.2.3.1.5.1 9-1.1.3.2.3.1.5.2 10-1.1.3.2.3.1.5.3 11-1.1.3.2.3.1.5.4 12-1.1.3.2.3.2 13-1.1.3.2.3.3.2 14-1.1.3.2.3.3.3.1 15-1.1.3.2.3.3.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :L (v6 / label~e.0)
                  :H (v7 / label
                         :D (v8 / label~e.3)
                         :S (v9 / label~e.4)
                         :A (v10 / label
                                 :H (v12 / label
                                         :A (v15 / label)
                                         :D (v16 / label~e.5)
                                         :P (v17 / label~e.7)
                                         :A (v18 / label
                                                 :R (v22 / label~e.8)
                                                 :E (v23 / label~e.9)
                                                 :E (v24 / label~e.10)
                                                 :C (v25 / label~e.11)))
                                 :L (v13 / label~e.12)
                                 :H (v14 / label
                                         :A (v19 / label)
                                         :P (v20 / label~e.13)
                                         :A (v21 / label
                                                 :E (v26 / label~e.14)
                                                 :C (v27 / label~e.15))
                                         :D v16))
                         :D (v11 / label~e.2)))))
