# ::id 969000
# ::tok Off the Falkland Islands on June 30 , the frigate came in contact with a fleet of American whalers , and we learned that they hadn ’t seen the narwhale .
# ::alignments 0-1.1.2 1-1.1.3.1 2-1.1.3.2 3-1.1.3.3 4-1.1.4.1 5-1.1.4.2 6-1.1.4.2 8-1.2.1.1 9-1.1.1 10-1.2.2.1 11-1.2.2.2 12-1.2.2.3 13-1.2.3.1 14-1.2.3.2 15-1.2.3.3 16-1.2.3.4.1 17-1.2.3.4.2 18-1.2.3.4.3 20-1.3 21-1.4.4 22-1.4.1 24-1.4.3.1 26-1.4.3.3 27-1.4.3.2.2 28-1.4.3.4.1 29-1.4.3.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.9)
           :S (v7 / label~e.0)
           :A (v8 / label
                  :E (v16 / label~e.1)
                  :E (v17 / label~e.2)
                  :C (v18 / label~e.3))
           :D (v9 / label
                  :R (v19 / label~e.4)
                  :C (v20 / label~e.5,6)))
    :H (v3 / label
           :A (v10 / label
                   :E (v21 / label~e.8)
                   :C v6)
           :P (v11 / label
                   :E (v22 / label~e.10)
                   :R (v23 / label~e.11)
                   :C (v24 / label~e.12))
           :A (v12 / label
                   :R (v25 / label~e.13)
                   :E (v26 / label~e.14)
                   :C (v27 / label~e.15)
                   :E (v28 / label
                           :R (v33 / label~e.16)
                           :E (v34 / label~e.17)
                           :C (v35 / label~e.18))))
    :L (v4 / label~e.20)
    :H (v5 / label
           :P (v13 / label~e.22)
           :A (v14 / label
                   :A (v29 / label~e.24)
                   :P (v30 / label
                           :C (v36 / label~e.27))
                   :D (v31 / label~e.26)
                   :A (v32 / label
                           :E (v37 / label~e.28)
                           :C (v38 / label~e.29)))
           :A (v15 / label~e.21)))
