# ::id 2946000
# ::tok As for me , I did n't lag behind the others and I yielded to no one my share in these daily observations .
# ::alignments 0-1.1.1 1-1.1.1 2-1.1.1 4-1.1.2 6-1.1.4 7-1.1.5 8-1.1.5 10-1.1.6.2 11-1.2 12-1.3.1 13-1.3.2 14-1.3.3.1 15-1.3.3.2 16-1.3.3.3 17-1.3.4.1 18-1.3.4.2 19-1.3.4.3.1 20-1.3.4.3.2 21-1.3.4.4 22-1.3.4.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :G (v5 / label~e.0,1,2)
           :A (v6 / label~e.4)
           :D (v7 / label~e.6)
           :P (v8 / label~e.7,8)
           :A (v9 / label
                  :C (v14 / label~e.10)))
    :L (v3 / label~e.11)
    :H (v4 / label
           :A (v10 / label~e.12)
           :P (v11 / label~e.13)
           :A (v12 / label
                   :R (v15 / label~e.14)
                   :E (v16 / label~e.15)
                   :C (v17 / label~e.16))
           :A (v13 / label
                   :A (v18 / label~e.17)
                   :D (v19 / label~e.18)
                   :P (v20 / label
                           :R (v22 / label~e.19)
                           :E (v23 / label~e.20)
                           :C (v24 / label~e.22))
                   :T (v21 / label~e.21))))
