# ::id 989000
# ::tok This promise was given on November 2. It had the immediate effect of reviving the crew’s failing spirits. The ocean was observed with renewed care. Each man wanted one last look with which to sum up his experience. Spyglasses functioned with feverish energy. A supreme challenge had been issued to the giant narwhale, and the latter had no acceptable excuse for ignoring this Summons to Appear!
# ::alignments 0-1.1.2.1 1-1.1.2.2 3-1.1.3.2 4-1.1.4.1 5-1.1.4.2 6-1.1.4.2 7-1.2.1 9-1.2.2.2.3 10-1.2.2.2.1 11-1.2.2.2.2 12-1.2.2.3 13-1.2.2.4 14-1.2.3.1.1 15-1.2.3.1.2 16-1.2.3.2.2 17-1.2.3.3 18-1.3.2.1 19-1.3.2.2 21-1.3.3.2 22-1.3.4.1 23-1.3.4.2.3 24-1.3.4.3 25-1.4.1.1 26-1.4.1.2 27-1.4.2 28-1.4.3.1 29-1.4.3.2 30-1.4.3.3 31-1.4.3.4.1.2 32-1.4.3.4.2 34-1.4.3.4.3.2 35-1.4.3.4.3.2 36-1.4.3.4.4.1 37-1.4.3.4.4.2 38-1.5.2 39-1.5.3 40-1.5.4.1 41-1.5.4.2 42-1.5.4.3 43-1.6.2.1 44-1.6.2.2 45-1.6.2.3 48-1.6.3.3 49-1.6.4.1 50-1.6.4.2 51-1.6.4.3 52-1.6.4.4 53-1.7 54-1.8.1.1 55-1.8.1.2 57-1.8.3 58-1.8.2.2.1 59-1.8.2.2.2 60-1.8.2.3 61-1.8.2.4 62-1.8.4.1 63-1.8.4.2.2 65-1.8.4.2.3.2.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v10 / label)
           :A (v11 / label
                   :E (v36 / label~e.0)
                   :C (v37 / label~e.1))
           :P (v12 / label
                   :C (v38 / label~e.3))
           :D (v13 / label
                   :R (v39 / label~e.4)
                   :C (v40 / label~e.5,6)))
    :H (v3 / label
           :A (v14 / label~e.7)
           :P (v15 / label
                   :E (v41 / label
                           :E (v77 / label~e.10)
                           :C (v78 / label~e.11)
                           :E (v79 / label~e.9))
                   :R (v42 / label~e.12)
                   :C (v43 / label~e.13))
           :A (v16 / label
                   :E (v44 / label
                           :E (v80 / label~e.14)
                           :C (v81 / label~e.15))
                   :E (v45 / label
                           :A (v46 / label~e.17)
                           :P (v82 / label~e.16))
                   :C v46))
    :H (v4 / label
           :A (v17 / label)
           :A (v18 / label
                   :E (v47 / label~e.18)
                   :C (v48 / label~e.19))
           :P (v19 / label
                   :C (v49 / label~e.21))
           :D (v20 / label
                   :R (v50 / label~e.22)
                   :E (v51 / label
                           :A (v52 / label~e.24)
                           :A (v83 / label)
                           :P (v84 / label~e.23))
                   :C v52))
    :H (v5 / label
           :A (v21 / label
                   :E (v53 / label~e.25)
                   :C (v54 / label~e.26))
           :P (v22 / label~e.27)
           :A (v23 / label
                   :E (v55 / label~e.28)
                   :E (v56 / label~e.29)
                   :C (v57 / label~e.30)
                   :E (v58 / label
                           :A (v85 / label
                                   :C v57
                                   :R (v94 / label~e.31))
                           :R (v86 / label~e.32)
                           :P (v87 / label
                                   :C (v95 / label~e.34,35))
                           :A (v88 / label
                                   :E (v96 / label~e.36)
                                   :C (v97 / label~e.37)))))
    :H (v6 / label
           :A (v24 / label)
           :A (v25 / label~e.38)
           :P (v26 / label~e.39)
           :D (v27 / label
                   :R (v59 / label~e.40)
                   :E (v60 / label~e.41)
                   :C (v61 / label~e.42)))
    :H (v7 / label
           :A (v28 / label)
           :A (v29 / label
                   :E (v62 / label~e.43)
                   :E (v63 / label~e.44)
                   :C (v64 / label~e.45))
           :P (v30 / label
                   :C (v65 / label~e.48))
           :A (v31 / label
                   :R (v66 / label~e.49)
                   :E (v67 / label~e.50)
                   :E (v68 / label~e.51)
                   :C (v69 / label~e.52)))
    :L (v8 / label~e.53)
    :H (v9 / label
           :A (v32 / label
                   :E (v70 / label~e.54)
                   :C (v71 / label~e.55))
           :P (v33 / label
                   :E (v72 / label
                           :E (v89 / label~e.58)
                           :C (v90 / label~e.59))
                   :R (v73 / label~e.60)
                   :C (v74 / label~e.61))
           :D (v34 / label~e.57)
           :A (v35 / label
                   :E (v75 / label~e.62)
                   :C (v76 / label
                           :A (v91 / label)
                           :P (v92 / label~e.63)
                           :A (v93 / label
                                   :A (v98 / label)
                                   :P (v99 / label
                                           :C (v100 / label~e.65))
                                   :A v71)
                           :A v71))))
