# ::id 814000
# ::tok ﻿Three seconds before the arrival of J . B . Hobson ’s letter , I no more dreamed of chasing the unicorn than of trying for the Northwest Passage .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 3-1.2.1.1 4-1.2.1.2 5-1.2.2.1 6-1.2.2.2.1 8-1.2.2.2.1 10-1.2.2.2.1 11-1.2.2.2.2 12-1.2.2.3 14-1.3.1 15-1.3.2 16-1.3.2 17-1.3.3 19-1.3.4.2.2 20-1.3.4.3.1 21-1.3.4.3.2 22-1.4 24-1.5.3.2 25-1.5.1.1 26-1.5.1.2 27-1.5.1.3 28-1.5.1.4
# ::format ucca
(v1 / label
    :L (v2 / label
           :E (v7 / label~e.0)
           :C (v8 / label~e.1)
           :R (v9 / label~e.2))
    :H (v3 / label
           :P (v10 / label
                   :E (v18 / label~e.3)
                   :C (v19 / label~e.4))
           :A (v11 / label
                   :R (v20 / label~e.5)
                   :E (v21 / label
                           :C (v30 / label~e.6,8,10)
                           :R (v31 / label~e.11))
                   :C (v22 / label~e.12)))
    :H (v4 / label
           :A (v12 / label~e.14)
           :D (v13 / label~e.15,16)
           :P (v14 / label~e.17)
           :A (v15 / label
                   :A v12
                   :P (v23 / label
                           :C (v32 / label~e.19))
                   :A (v24 / label
                           :E (v33 / label~e.20)
                           :C (v34 / label~e.21))))
    :L (v5 / label~e.22)
    :H (v6 / label
           :A (v16 / label
                   :R (v25 / label~e.25)
                   :E (v26 / label~e.26)
                   :E (v27 / label~e.27)
                   :C (v28 / label~e.28))
           :A v12
           :P (v17 / label
                   :C (v29 / label~e.24))))
