# ::id 310008
# ::tok With its untold depths , couldn ’t the sea keep alive such huge specimens of life from another age , this sea that never changes while the land masses undergo almost continuous alteration ?
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3.3 3-1.1.1.4 6-1.1.5 7-1.1.6.2 8-1.1.6.3 9-1.1.2.2 10-1.1.2.2 11-1.1.7.1 12-1.1.7.2 13-1.1.7.4 14-1.1.7.5.1 15-1.1.7.5.2 16-1.1.7.3.1 17-1.1.7.3.2 18-1.1.7.3.3 20-1.1.6.1.1 21-1.1.6.1.2 22-1.1.6.1.3.1.2 23-1.1.6.1.3.1.3 24-1.1.6.1.3.1.4 25-1.1.6.1.3.2 26-1.1.6.1.3.3.1.1 27-1.1.6.1.3.3.1.2 28-1.1.6.1.3.3.1.3 29-1.1.6.1.3.3.2 30-1.1.6.1.3.3.3 31-1.1.6.1.3.3.4.1 32-1.1.6.1.3.3.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v8 / label~e.0)
                  :E (v9 / label~e.1)
                  :E (v10 / label
                          :A (v11 / label~e.3)
                          :A (v21 / label)
                          :P (v22 / label~e.2))
                  :C v11)
           :P (v4 / label
                  :C (v12 / label~e.9,10))
           :D (v5 / label~e.6)
           :A (v6 / label
                  :E (v13 / label
                          :E (v23 / label~e.20)
                          :C (v24 / label~e.21)
                          :E (v25 / label
                                  :H (v31 / label
                                          :A v24
                                          :R (v34 / label~e.22)
                                          :D (v35 / label~e.23)
                                          :P (v36 / label~e.24))
                                  :L (v32 / label~e.25)
                                  :H (v33 / label
                                          :A (v37 / label
                                                  :E (v41 / label~e.26)
                                                  :E (v42 / label~e.27)
                                                  :C (v43 / label~e.28))
                                          :P (v38 / label~e.29)
                                          :D (v39 / label~e.30)
                                          :A (v40 / label
                                                  :E (v44 / label~e.31)
                                                  :C (v45 / label~e.32)))))
                  :E (v14 / label~e.7)
                  :C (v15 / label~e.8))
           :A (v7 / label
                  :E (v16 / label~e.11)
                  :E (v17 / label~e.12)
                  :E (v18 / label
                          :R (v26 / label~e.16)
                          :E (v27 / label~e.17)
                          :C (v28 / label~e.18))
                  :C (v19 / label~e.13)
                  :E (v20 / label
                          :R (v29 / label~e.14)
                          :C (v30 / label~e.15)))))
