# ::id 834000
# ::tok I bowed , and letting the commander attend to getting under way , I was taken to the cabin that had been set aside for me .
# ::alignments 0-1.1.2 1-1.1.3 3-1.2 4-1.3.1 5-1.3.2.1 6-1.1.1 7-1.3.3.1.1 9-1.3.3.1.3 10-1.3.3.1.3 11-1.3.3.1.3 13-1.4.3 15-1.4.1.2 16-1.4.2.1 17-1.4.2.2 18-1.4.2.3 19-1.4.2.4.2 22-1.4.2.4.3.3 23-1.4.2.4.3.3 24-1.4.2.4.4.1 25-1.4.2.4.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.6)
           :A (v7 / label~e.0)
           :P (v8 / label~e.1))
    :L (v3 / label~e.3)
    :H (v4 / label
           :P (v9 / label~e.4)
           :A (v10 / label
                   :E (v15 / label~e.5)
                   :C v6)
           :A (v11 / label
                   :P (v16 / label
                           :E (v22 / label~e.7)
                           :C (v23 / label~e.9,10,11))
                   :A v6))
    :H (v5 / label
           :P (v12 / label
                   :C (v17 / label~e.15))
           :A (v13 / label
                   :R (v18 / label~e.16)
                   :E (v19 / label~e.17)
                   :C (v20 / label~e.18)
                   :E (v21 / label
                           :A (v24 / label)
                           :R (v25 / label~e.19)
                           :P (v26 / label
                                   :C (v28 / label~e.22,23))
                           :A (v27 / label
                                   :R (v29 / label~e.24)
                                   :C (v30 / label~e.25))))
           :A (v14 / label~e.13)))
