# ::id 2993004
# ::tok After this three - day delay , if the monster had n't appeared , our helmsman would give three turns of the wheel , and the Abraham Lincoln would chart a course toward European seas .
# ::alignments 0-1.1 1-1.2.2.2 2-1.2.3.1 4-1.2.3.2 5-1.2.4 7-1.3 9-1.4.1.2 11-1.4.3 12-1.4.4 14-1.5.1.1 15-1.5.1.2.1 18-1.5.4 19-1.5.3.2 20-1.5.5.1 22-1.5.5.3 24-1.6 26-1.7.1.2 27-1.7.1.2 29-1.7.3 30-1.7.3 31-1.7.3 32-1.7.4.1 33-1.7.4.2 34-1.7.4.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v9 / label)
           :P (v10 / label
                   :C (v23 / label)
                   :E (v24 / label~e.1))
           :T (v11 / label
                   :Q (v25 / label~e.2)
                   :C (v26 / label~e.4))
           :D (v12 / label~e.5))
    :L (v4 / label~e.7)
    :H (v5 / label
           :A (v13 / label
                   :C (v27 / label~e.9))
           :D (v14 / label~e.11)
           :P (v15 / label~e.12))
    :H (v6 / label
           :A (v16 / label
                   :E (v28 / label~e.14)
                   :C (v29 / label
                           :A (v37 / label~e.15)))
           :P (v17 / label
                   :C (v30 / label~e.19))
           :D (v18 / label~e.18)
           :A (v19 / label
                   :R (v31 / label~e.20)
                   :C (v32 / label~e.22)))
    :L (v7 / label~e.24)
    :H (v8 / label
           :A (v20 / label
                   :C (v33 / label~e.26,27))
           :P (v21 / label~e.29,30,31)
           :A (v22 / label
                   :R (v34 / label~e.32)
                   :E (v35 / label~e.33)
                   :C (v36 / label~e.34))))
