# ::id 842000
# ::tok At this order , which was relayed to the engine by means of a compressed - air device , the mechanics activated the start - up wheel .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.1.4.2 6-1.1.1.4.4 7-1.1.1.4.5.1 8-1.1.1.4.5.2 9-1.1.1.4.5.3 10-1.1.1.4.6.1.1 11-1.1.1.4.6.1.2 12-1.1.1.4.6.1.3 13-1.1.1.4.6.2 14-1.1.1.4.6.3.1 16-1.1.1.4.6.3.2 17-1.1.1.4.6.4 19-1.1.2.1 20-1.1.2.2 21-1.1.3 22-1.1.4.1 23-1.1.4.2 25-1.1.4.2 26-1.1.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :R (v7 / label~e.0)
                  :E (v8 / label~e.1)
                  :C (v9 / label~e.2)
                  :E (v10 / label
                          :A v9
                          :R (v16 / label~e.4)
                          :P (v17 / label~e.6)
                          :A (v18 / label
                                  :R (v20 / label~e.7)
                                  :E (v21 / label~e.8)
                                  :C (v22 / label~e.9))
                          :A (v19 / label
                                  :E (v23 / label
                                          :R (v27 / label~e.10)
                                          :C (v28 / label~e.11)
                                          :R (v29 / label~e.12))
                                  :E (v24 / label~e.13)
                                  :E (v25 / label
                                          :E (v30 / label~e.14)
                                          :C (v31 / label~e.16))
                                  :C (v26 / label~e.17))))
           :A (v4 / label
                  :E (v11 / label~e.19)
                  :C (v12 / label~e.20))
           :P (v5 / label~e.21)
           :A (v6 / label
                  :E (v13 / label~e.22)
                  :E (v14 / label~e.23,25)
                  :C (v15 / label~e.26))))
