# ::id 2869000
# ::tok " In essence , the narwhale is armed with a sort of ivory sword , or lance , as certain naturalists have expressed it . It 's a king - sized tooth as hard as steel . Some of these teeth have been found buried in the bodies of baleen whales , which the narwhale attacks with invariable success . Others have been wrenched , not without difficulty , from the undersides of vessels that narwhales have pierced clean through , as a gimlet pierces a wine barrel . The museum at the Faculty of Medicine in Paris owns one of these tusks with a length of 2.25 meters and a width at its base of forty - eight centimeters !
# ::alignments 1-1.1.3.13.1 2-1.1.3.13.2 5-1.1.3.14.1.2 7-1.1.3.14.3 8-1.1.3.14.4.1 10-1.1.3.14.4.2.1.2.1 11-1.1.3.14.4.2.1.2.2 12-1.1.3.14.4.2.1.3 13-1.1.3.14.4.2.1.4 15-1.1.3.14.4.2.2 16-1.1.3.14.4.2.3.1 18-1.1.3.14.4.2.3.2.2 19-1.1.3.14.4.2.3.2.3.1 20-1.1.3.14.4.2.3.2.3.2.1 22-1.1.3.14.4.2.3.2.5 23-1.1.3.14.4.2.3.2.6 25-1.1.3.15.1 26-1.1.3.15.2 28-1.1.3.15.3.2.2 30-1.1.3.15.3.2.3 31-1.1.3.15.3.3 32-1.1.3.15.3.4.1.2 33-1.1.3.15.3.4.1.3 34-1.1.3.15.3.4.2 35-1.1.3.15.3.4.3.1 37-1.1.3.16.5.1 38-1.1.3.16.5.2 39-1.1.3.16.5.3 40-1.1.3.1.1.1 43-1.1.3.16.2 44-1.1.3.16.3.1 45-1.1.3.16.3.2.1 47-1.1.3.16.3.2.3 48-1.1.3.16.3.2.4.1 49-1.1.3.16.3.2.4.2 50-1.1.3.16.3.2.4.3 52-1.1.3.16.3.2.4.4.2 54-1.1.3.16.3.2.4.4.3.2 55-1.1.3.16.3.2.4.4.4 56-1.1.3.16.3.2.4.4.5.1 57-1.1.3.16.3.2.4.4.5.2 58-1.1.3.16.3.2.4.4.5.3 60-1.1.3.1.1.2 63-1.1.3.1.4 65-1.1.3.2.1 66-1.1.3.2.2 67-1.1.3.3.1 69-1.1.3.1.5.1 71-1.1.3.1.5.3 72-1.1.3.1.5.4.1 73-1.1.3.1.5.4.2 74-1.1.3.1.5.4.3.2.2 75-1.1.3.1.5.4.3.2.3 77-1.1.3.1.5.4.3.2.5 78-1.1.3.1.5.4.3.2.6 79-1.1.3.1.5.4.3.2.6 81-1.1.3.1.5.4.3.3 83-1.1.3.1.5.4.3.4.1.2 84-1.1.3.1.5.4.3.4.2 86-1.1.3.1.5.4.3.4.3.2 87-1.1.3.1.5.4.3.4.3.3 90-1.1.3.4.1.2 91-1.1.3.4.1.3.1 93-1.1.3.4.1.3.3 94-1.1.3.4.1.3.4.1 95-1.1.3.4.1.3.4.2 96-1.1.3.4.1.3.5.1 97-1.1.3.4.1.3.5.2 98-1.1.3.4.2 99-1.1.3.4.3.1 100-1.1.3.4.3.2 101-1.1.3.4.3.3 102-1.1.3.4.3.4 103-1.1.3.4.3.5.1 105-1.1.3.4.3.5.2.3 106-1.1.3.4.3.5.2.4.1 107-1.1.3.4.3.5.2.4.2 108-1.1.3.4.3.5.2.4.3 109-1.1.3.4.3.5.3 111-1.1.3.4.3.5.4.2 112-1.1.3.4.3.5.4.3.1 113-1.1.3.4.3.5.4.3.2 114-1.1.3.4.3.5.4.3.3 115-1.1.3.4.3.5.4.4.2 116-1.1.3.4.3.5.4.4.3 118-1.1.3.4.3.5.4.4.3 119-1.1.3.4.3.5.4.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label)
           :A (v4 / label)
           :A (v5 / label
                  :H (v6 / label
                         :A (v14 / label
                                 :C (v35 / label~e.40)
                                 :E (v36 / label~e.60))
                         :P (v15 / label~e.63)
                         :A (v16 / label
                                 :R (v37 / label~e.69)
                                 :C (v38 / label~e.71)
                                 :E (v39 / label
                                         :R (v58 / label~e.72)
                                         :C (v59 / label~e.73)
                                         :E (v60 / label
                                                 :H (v80 / label
                                                         :A v59
                                                         :R (v104 / label~e.74)
                                                         :A (v105 / label~e.75)
                                                         :P (v106 / label~e.77)
                                                         :D (v107 / label~e.78,79))
                                                 :L (v81 / label~e.81)
                                                 :H (v82 / label
                                                         :A (v108 / label
                                                                  :C (v130 / label~e.83))
                                                         :P (v109 / label~e.84)
                                                         :A (v110 / label
                                                                  :E (v131 / label~e.86)
                                                                  :C (v132 / label~e.87)))))))
                  :L (v7 / label
                         :E (v17 / label~e.65)
                         :C (v18 / label~e.66))
                  :H (v8 / label
                         :S (v19 / label~e.67)
                         :A v15)
                  :H (v9 / label
                         :A (v20 / label
                                 :C (v40 / label~e.90)
                                 :E (v41 / label
                                         :R (v61 / label~e.91)
                                         :C (v62 / label~e.93)
                                         :E (v63 / label
                                                 :R (v83 / label~e.94)
                                                 :C (v84 / label~e.95))
                                         :E (v64 / label
                                                 :R (v85 / label~e.96)
                                                 :C (v86 / label~e.97))))
                         :S (v21 / label~e.98)
                         :A (v22 / label
                                 :Q (v42 / label~e.99)
                                 :R (v43 / label~e.100)
                                 :E (v44 / label~e.101)
                                 :C (v45 / label~e.102)
                                 :E (v46 / label
                                         :R (v65 / label~e.103)
                                         :C (v66 / label
                                                 :A v45
                                                 :S (v87 / label~e.105)
                                                 :A (v88 / label
                                                         :R (v111 / label~e.106)
                                                         :Q (v112 / label~e.107)
                                                         :C (v113 / label~e.108)))
                                         :N (v67 / label~e.109)
                                         :C (v68 / label
                                                 :S (v89 / label~e.111)
                                                 :A (v90 / label
                                                         :R (v114 / label~e.112)
                                                         :E (v115 / label~e.113)
                                                         :C (v116 / label~e.114))
                                                 :A (v91 / label
                                                         :R (v117 / label~e.115)
                                                         :Q (v118 / label~e.116,118)
                                                         :C (v119 / label~e.119))))))
                  :L (v10 / label
                          :R (v23 / label~e.1)
                          :C (v24 / label~e.2))
                  :H (v11 / label
                          :A (v25 / label
                                  :C (v47 / label~e.5))
                          :S (v26 / label~e.7)
                          :A (v27 / label
                                  :R (v48 / label~e.8)
                                  :C (v49 / label
                                          :C (v69 / label
                                                  :E (v92 / label
                                                          :C (v120 / label~e.10)
                                                          :R (v121 / label~e.11))
                                                  :E (v93 / label~e.12)
                                                  :C (v94 / label~e.13))
                                          :N (v70 / label~e.15)
                                          :C (v71 / label
                                                  :C (v95 / label~e.16)
                                                  :E (v96 / label
                                                          :A v95
                                                          :R (v122 / label~e.18)
                                                          :A (v123 / label
                                                                   :E (v133 / label~e.19)
                                                                   :C (v134 / label
                                                                            :A (v139 / label~e.20)))
                                                          :P (v124 / label~e.22)
                                                          :A (v125 / label~e.23))))))
                  :H (v12 / label
                          :A (v28 / label~e.25)
                          :S (v29 / label~e.26)
                          :A (v30 / label
                                  :E (v50 / label
                                          :A (v51 / label~e.31)
                                          :D (v72 / label~e.28)
                                          :S (v73 / label~e.30))
                                  :C v51
                                  :E (v52 / label
                                          :H (v74 / label
                                                  :A v51
                                                  :D (v97 / label~e.32)
