# ::id 2981001
# ::tok Snatching only a few minutes for meals and a few hours for sleep , come rain or come shine , I no longer left the ship 's deck .
# ::alignments 0-1.1.2 1-1.1.3.1.1 3-1.1.3.1.3 4-1.1.3.2 5-1.1.4.1 6-1.1.4.2 7-1.2 9-1.3.2.2 10-1.3.2.3 11-1.3.3.1 12-1.3.3.2 14-1.4.5 15-1.4.5 16-1.4.5 17-1.4.5 18-1.4.5 20-1.4.6 21-1.4.1.1 22-1.4.1.2 23-1.4.2 25-1.4.3.1.2 26-1.4.3.1.3 27-1.4.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label)
           :D (v7 / label~e.0)
           :T (v8 / label
                  :Q (v18 / label
                          :E (v30 / label~e.1)
                          :C (v31 / label~e.3))
                  :C (v19 / label~e.4))
           :P (v9 / label
                  :R (v20 / label~e.5)
                  :C (v21 / label~e.6)))
    :L (v3 / label~e.7)
    :H (v4 / label
           :A (v10 / label)
           :T (v11 / label
                   :Q (v22 / label~e.9)
                   :C (v23 / label~e.10))
           :P (v12 / label
                   :R (v24 / label~e.11)
                   :C (v25 / label~e.12))
           :D v7)
    :H (v5 / label
           :D (v13 / label
                   :E (v26 / label~e.21)
                   :C (v27 / label~e.22))
           :P (v14 / label~e.23)
           :A (v15 / label
                   :E (v28 / label
                           :C (v32 / label~e.25)
                           :R (v33 / label~e.26))
                   :C (v29 / label~e.27))
           :D (v16 / label~e.14,15,16,17,18)
           :A (v17 / label~e.20)))
