# ::id 2944003
# ::tok As often as the sun swept over its daily arc , the masts were populated with sailors whose feet itched and could n't hold still on the planking of the deck below !
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 4-1.2.1.2 5-1.2.2 6-1.2.3.1 7-1.2.3.2 8-1.2.3.3 9-1.2.3.4 12-1.3.2.2 14-1.3.4 15-1.3.1.1 16-1.3.1.2 17-1.3.1.3.1 18-1.3.1.3.2.1 19-1.3.1.3.2.2 20-1.3.1.3.3 21-1.3.1.3.4.1 22-1.3.1.3.4.2 23-1.3.1.3.4.3 24-1.3.1.3.4.3 25-1.3.1.3.4.4.1 27-1.3.1.3.4.4.3 28-1.3.1.3.4.4.4.1 30-1.3.1.3.4.4.4.3 31-1.3.1.3.4.4.4.4
# ::format ucca
(v1 / label
    :L (v2 / label
           :R (v5 / label~e.0)
           :C (v6 / label~e.1)
           :R (v7 / label~e.2))
    :H (v3 / label
           :A (v8 / label
                  :C (v14 / label~e.4))
           :P (v9 / label~e.5)
           :A (v10 / label
                   :R (v15 / label~e.6)
                   :E (v16 / label~e.7)
                   :E (v17 / label~e.8)
                   :C (v18 / label~e.9)))
    :H (v4 / label
           :A (v11 / label
                   :R (v19 / label~e.15)
                   :C (v20 / label~e.16)
                   :E (v21 / label
                           :R (v23 / label~e.17)
                           :H (v24 / label
                                   :A (v27 / label~e.18)
                                   :P (v28 / label~e.19))
                           :L (v25 / label~e.20)
                           :H (v26 / label
                                   :D (v29 / label~e.21)
                                   :D (v30 / label~e.22)
                                   :P (v31 / label~e.23,24)
                                   :A (v32 / label
                                           :R (v33 / label~e.25)
                                           :C (v34 / label~e.27)
                                           :E (v35 / label
                                                   :R (v36 / label~e.28)
                                                   :C (v37 / label~e.30)
                                                   :E (v38 / label~e.31)))
                                   :A v27)))
           :A (v12 / label
                   :C (v22 / label~e.12))
           :P (v13 / label~e.14)))
