# ::id 2987000
# ::tok On July 20 we cut the Tropic of Capricorn at longitude 105 ° , and by the 27th of the same month , we had cleared the equator on the 110th meridian .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3 6-1.1.4.2 7-1.1.4.3.1 8-1.1.4.3.2 9-1.1.5.1 10-1.1.5.2 11-1.1.5.3 14-1.2 15-1.3.6.1 17-1.3.6.3 18-1.3.6.4.1 20-1.3.6.4.3 21-1.3.6.4.4 23-1.3.7 25-1.3.2 27-1.3.3.2 28-1.3.4.1 30-1.3.4.3 31-1.3.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v5 / label
                  :R (v15 / label~e.0)
                  :C (v16 / label~e.1)
                  :C (v17 / label~e.2))
           :A (v6 / label~e.3)
           :P (v7 / label~e.4)
           :A (v8 / label
                  :C (v18 / label~e.6)
                  :E (v19 / label
                          :R (v30 / label~e.7)
                          :C (v31 / label~e.8)))
           :A (v9 / label
                  :R (v20 / label~e.9)
                  :C (v21 / label~e.10)
                  :E (v22 / label~e.11)))
    :L (v3 / label~e.14)
    :H (v4 / label
           :P (v10 / label~e.25)
           :A (v11 / label
                   :C (v23 / label~e.27))
           :A (v12 / label
                   :R (v24 / label~e.28)
                   :E (v25 / label~e.30)
                   :C (v26 / label~e.31))
           :T (v13 / label
                   :R (v27 / label~e.15)
                   :C (v28 / label~e.17)
                   :C (v29 / label
                           :R (v32 / label~e.18)
                           :E (v33 / label~e.20)
                           :C (v34 / label~e.21)))
           :A (v14 / label~e.23)))
