# ::id 2845000
# ::tok During the period in which these developments were occurring , I had returned from a scientific undertaking organized to explore the Nebraska badlands in the United States .
# ::alignments 0-1.1 2-1.2.1.2 3-1.2.1.3 4-1.2.1.4 5-1.2.2.1 6-1.2.2.2 8-1.2.4 10-1.3.1 12-1.3.3 13-1.3.4.1 15-1.3.4.3 16-1.4.2 17-1.4.4 19-1.4.1.3 21-1.4.1.4.2 22-1.4.1.4.3 23-1.4.1.4.4.1 25-1.4.1.4.4.3 26-1.4.1.4.4.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :T (v6 / label
                  :C (v16 / label~e.2)
                  :R (v17 / label~e.3)
                  :R (v18 / label~e.4))
           :A (v7 / label
                  :E (v19 / label~e.5)
                  :C (v20 / label~e.6))
           :P (v8 / label~e.8))
    :H (v4 / label
           :A (v9 / label~e.10)
           :P (v10 / label~e.12)
           :A (v11 / label
                   :R (v21 / label~e.13)
                   :A (v22 / label~e.15)
                   :P (v13 / label~e.16)))
    :H (v5 / label
           :A (v12 / label
                   :A (v23 / label)
                   :P (v24 / label~e.19)
                   :A (v25 / label
                           :E (v26 / label~e.21)
                           :C (v27 / label~e.22)
                           :E (v28 / label
                                   :R (v29 / label~e.23)
                                   :C (v30 / label~e.25,26))))
           :A v13
           :A (v14 / label)
           :P (v15 / label~e.17)))
