# ::id 41001
# ::tok Captain Baker at first thought he was in the presence of an unknown reef ; he was even about to fix its exact position when two waterspouts shot out of this inexplicable object and sprang hissing into the air some 150 feet .
# ::alignments 0-1.1.1 1-1.1.1 2-1.1.2.1 3-1.1.2.2 4-1.1.3 5-1.1.4.1 7-1.1.4.2.2 8-1.1.4.2.3 9-1.1.4.2.4 10-1.1.4.3.1 11-1.1.4.3.2 12-1.1.4.3.3 13-1.1.4.3.4 15-1.2.1 17-1.2.3 18-1.2.2.1.2 20-1.2.2.3 21-1.2.4.1 22-1.2.4.2 23-1.2.4.3 24-1.3 25-1.4.1.1 26-1.4.1.2 27-1.4.2 28-1.4.3.1 29-1.4.3.2 30-1.4.3.3 31-1.4.3.4 32-1.4.3.5 33-1.5 34-1.6.1.1 35-1.6.1.2 36-1.6.2.1 37-1.6.2.2 38-1.6.2.3 39-1.6.3.1 40-1.6.3.2 41-1.6.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v8 / label~e.0,1)
           :D (v9 / label
                  :R (v22 / label~e.2)
                  :C (v23 / label~e.3))
           :P (v10 / label~e.4)
           :A (v11 / label
                   :A (v24 / label~e.5)
                   :S (v25 / label
                           :R (v47 / label~e.7)
                           :E (v48 / label~e.8)
                           :C (v49 / label~e.9))
                   :A (v26 / label
                           :R (v50 / label~e.10)
                           :E (v51 / label~e.11)
                           :E (v52 / label~e.12)
                           :C (v53 / label~e.13))))
    :H (v3 / label
           :A (v12 / label~e.15)
           :P (v13 / label
                   :E (v27 / label
                           :C (v54 / label~e.18))
                   :C (v28 / label~e.20))
           :G (v14 / label~e.17)
           :A (v15 / label
                   :E (v29 / label~e.21)
                   :E (v30 / label~e.22)
                   :C (v31 / label~e.23)))
    :L (v4 / label~e.24)
    :H (v5 / label
           :A (v16 / label
                   :E (v32 / label~e.25)
                   :C (v33 / label~e.26))
           :P (v17 / label~e.27)
           :A (v18 / label
                   :R (v34 / label~e.28)
                   :R (v35 / label~e.29)
                   :E (v36 / label~e.30)
                   :E (v37 / label~e.31)
                   :C (v38 / label~e.32)))
    :L (v6 / label~e.33)
    :H (v7 / label
           :P (v19 / label
                   :C (v39 / label~e.34)
                   :E (v40 / label~e.35))
           :A (v20 / label
                   :R (v41 / label~e.36)
                   :E (v42 / label~e.37)
                   :C (v43 / label~e.38))
           :A (v21 / label
                   :E (v44 / label~e.39)
                   :E (v45 / label~e.40)
                   :C (v46 / label~e.41))
           :A v16))
