# ::id 2978000
# ::tok Near three o'clock in the afternoon on July 6 , fifteen miles south of shore , the Abraham Lincoln doubled that solitary islet at the tip of the South American continent , that stray rock Dutch seamen had named Cape Horn after their hometown of Hoorn .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.1.4.1 5-1.1.1.4.3 6-1.1.2.1 7-1.1.2.2 8-1.1.2.3 10-1.1.3.1.1 11-1.1.3.1.2 12-1.1.3.2 13-1.1.3.3 14-1.1.3.4 17-1.1.6.2 18-1.1.6.2 19-1.1.7 20-1.1.8.1.1 21-1.1.8.1.2 22-1.1.8.1.3 23-1.1.8.1.4.1.1 25-1.1.8.1.4.1.3 26-1.1.8.1.4.2.1 28-1.1.8.1.4.2.3.1 29-1.1.8.1.4.2.3.2 30-1.1.8.1.4.2.4 32-1.1.8.2.1 33-1.1.8.2.2 34-1.1.8.2.3 35-1.1.8.2.4.1.1.2 36-1.1.8.2.4.1.1.1 38-1.1.8.2.4.3 39-1.1.8.2.4.4 40-1.1.8.2.4.4 41-1.1.8.2.4.5.1 42-1.1.8.2.4.5.2.1 43-1.1.8.2.4.5.2.2 44-1.1.8.2.4.5.3 45-1.1.8.2.4.5.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label
                  :E (v9 / label~e.0)
                  :E (v10 / label~e.1)
                  :C (v11 / label~e.2)
                  :E (v12 / label
                          :R (v23 / label~e.3)
                          :C (v24 / label~e.5)))
           :T (v4 / label
                  :R (v13 / label~e.6)
                  :C (v14 / label~e.7)
                  :C (v15 / label~e.8))
           :A (v5 / label
                  :Q (v16 / label
                          :Q (v25 / label~e.10)
                          :C (v26 / label~e.11))
                  :R (v17 / label~e.12)
                  :R (v18 / label~e.13)
                  :C (v19 / label~e.14))
           :A (v6 / label
                  :C (v20 / label~e.17,18))
           :P (v7 / label~e.19)
           :A (v8 / label
                  :C (v21 / label
                          :E (v27 / label~e.20)
                          :E (v28 / label~e.21)
                          :C (v29 / label~e.22)
                          :E (v30 / label
                                  :C (v35 / label
                                          :R (v41 / label~e.23)
                                          :C (v42 / label~e.25))
                                  :C (v36 / label
                                          :R (v43 / label~e.26)
                                          :E (v44 / label
                                                  :E (v52 / label~e.28)
                                                  :C (v53 / label~e.29))
                                          :C (v45 / label~e.30))))
                  :C (v22 / label
                          :E (v31 / label~e.32)
                          :E (v32 / label~e.33)
                          :C (v33 / label~e.34)
                          :E (v34 / label
                                  :A (v37 / label
                                          :E (v46 / label
                                                  :A (v54 / label~e.36)
                                                  :S (v55 / label~e.35))
                                          :C (v47 / label
                                                  :A v54))
                                  :P (v38 / label~e.38)
                                  :A (v39 / label~e.39,40)
                                  :A (v40 / label
                                          :R (v48 / label~e.41)
                                          :E (v49 / label
                                                  :E (v56 / label~e.42)
                                                  :C (v57 / label~e.43))
                                          :R (v50 / label~e.44)
                                          :C (v51 / label~e.45)))))))
