# ::id 2875002
# ::tok I repeat : opinion had crystallized as to the nature of this phenomenon , and the public accepted without argument the existence of a prodigious creature that had nothing in common with the fabled sea serpent .
# ::alignments 0-1.1.1 1-1.1.2 3-1.1.3.1.1 5-1.1.3.3 6-1.1.3.1.2.1 7-1.1.3.1.2.2 9-1.1.3.1.2.4 10-1.1.3.1.2.5.1 11-1.1.3.1.2.5.2 12-1.1.3.1.2.5.3 14-1.2 16-1.5.1 17-1.3.1 18-1.4 19-1.5.2 21-1.3.2.1.2 22-1.3.2.2.1 24-1.3.2.2.3.2 25-1.3.2.2.4 26-1.3.2.2.5.2 28-1.3.2.2.5.4 29-1.3.2.2.5.5.1 30-1.3.2.2.5.5.2 31-1.3.2.2.5.6.1 33-1.3.2.2.5.6.3 34-1.3.2.2.5.6.4 35-1.3.2.2.5.6.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :P (v8 / label~e.1)
           :A (v9 / label
                  :A (v15 / label
                          :C (v19 / label~e.3)
                          :E (v20 / label
                                  :R (v26 / label~e.6)
                                  :R (v27 / label~e.7)
                                  :C (v28 / label~e.9)
                                  :E (v29 / label
                                          :R (v35 / label~e.10)
                                          :E (v36 / label~e.11)
                                          :C (v37 / label~e.12))))
                  :P (v16 / label~e.5)))
    :L (v3 / label~e.14)
    :H (v4 / label
           :P (v10 / label~e.17)
           :A (v11 / label
                   :S (v17 / label
                           :C (v21 / label~e.21))
                   :A (v18 / label
                           :R (v22 / label~e.22)
                           :E (v23 / label
                                   :A (v24 / label~e.25)
                                   :S (v30 / label~e.24))
                           :C v24
                           :E (v25 / label
                                   :A v24
                                   :R (v31 / label~e.26)
                                   :D (v32 / label~e.28)
                                   :S (v33 / label
                                           :R (v38 / label~e.29)
                                           :C (v39 / label~e.30))
                                   :A (v34 / label
                                           :R (v40 / label~e.31)
                                           :E (v41 / label~e.33)
                                           :E (v42 / label~e.34)
                                           :C (v43 / label~e.35)))))
           :A (v12 / label
                   :C (v13 / label~e.16)))
    :L (v5 / label~e.18)
    :H (v6 / label
           :A v13
           :P (v14 / label~e.19)))
