# ::id 830004
# ::tok I opened a line of credit sufficient to cover the babirusa and , Conseil at my heels , I jumped into a carriage .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.3.3 4-1.1.3.4.1 5-1.1.3.4.2 6-1.1.3.2.1.1 8-1.1.3.2.1.3 9-1.1.3.2.2.1 10-1.1.3.2.2.2 11-1.2 13-1.3.2 14-1.3.3.1 15-1.3.3.2 16-1.3.3.3 18-1.4.3 19-1.4.1 20-1.4.2.1 21-1.4.2.2 22-1.4.2.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.0)
           :P (v7 / label~e.1)
           :A (v8 / label
                  :E (v15 / label~e.2)
                  :E (v16 / label
                          :P (v25 / label
                                  :E (v29 / label~e.6)
                                  :C (v30 / label~e.8))
                          :A (v26 / label
                                  :E (v31 / label~e.9)
                                  :C (v32 / label~e.10))
                          :A (v17 / label~e.3))
                  :C v17
                  :E (v18 / label
                          :R (v27 / label~e.4)
                          :C (v28 / label~e.5))))
    :L (v3 / label~e.11)
    :H (v4 / label
           :S (v9 / label)
           :A (v10 / label~e.13)
           :A (v11 / label
                   :R (v19 / label~e.14)
                   :E (v20 / label~e.15)
                   :C (v21 / label~e.16)))
    :H (v5 / label
           :P (v12 / label~e.19)
           :A (v13 / label
                   :R (v22 / label~e.20)
                   :E (v23 / label~e.21)
                   :C (v24 / label~e.22))
           :A (v14 / label~e.18)))
