# ::id 2962002
# ::tok " Listen to me , Ned - " " No , no , professor . I 'll go along with anything you want except that . Some gigantic devilfish maybe . . . ? "
# ::alignments 1-1.1.3.2 2-1.1.3.3.1 3-1.1.3.3.2 5-1.1.3.4 9-1.2.3.1.3 11-1.2.3.1.4 13-1.2.3.1.5 15-1.2.3.2.1 17-1.2.3.2.3 18-1.2.3.2.3 19-1.2.3.2.4.1 20-1.2.3.2.4.2 21-1.2.3.2.4.3.2 22-1.2.3.2.4.3.3 23-1.2.3.2.4.4.1 24-1.2.3.2.4.4.2 26-1.2.3.3.2.1 27-1.2.3.3.2.2.2 28-1.2.3.3.2.3 29-1.2.3.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label)
           :P (v5 / label)
           :A (v6 / label
                  :P (v10 / label~e.1)
                  :A (v11 / label
                          :R (v16 / label~e.2)
                          :C (v17 / label~e.3))
                  :G (v12 / label~e.5)))
    :H (v3 / label
           :A (v7 / label)
           :P (v8 / label)
           :A (v9 / label
                  :H (v13 / label
                          :A (v18 / label)
                          :P (v19 / label)
                          :D (v20 / label~e.9)
                          :D (v21 / label~e.11)
                          :G (v22 / label~e.13))
                  :H (v14 / label
                          :A (v23 / label~e.15)
                          :P (v24 / label~e.17,18)
                          :A (v25 / label
                                  :R (v29 / label~e.19)
                                  :C (v30 / label~e.20)
                                  :E (v31 / label
                                          :A v30
                                          :A (v36 / label~e.21)
                                          :P (v37 / label~e.22))
                                  :E (v32 / label
                                          :R (v38 / label~e.23)
                                          :C (v39 / label~e.24))))
                  :H (v15 / label
                          :S (v26 / label)
                          :A (v27 / label
                                  :E (v33 / label~e.26)
                                  :E (v34 / label
                                          :A (v35 / label~e.28)
                                          :S (v40 / label~e.27))
                                  :C v35)
                          :D (v28 / label~e.29)))))
