# ::id 2913000
# ::tok But in the meantime I would have to look for this narwhale in the northern Pacific Ocean ; which meant returning to France by way of the Antipodes .
# ::alignments 0-1.1 1-1.2.1.1 3-1.2.1.3 4-1.2.2 6-1.2.4 7-1.2.4 8-1.2.5 9-1.2.5 10-1.2.6.1 11-1.2.6.2 12-1.2.7.1 14-1.2.7.3 15-1.2.7.4 16-1.2.7.5 18-1.3 19-1.3 20-1.4.2 22-1.4.3.2 23-1.4.4.1 24-1.4.4.1 25-1.4.4.1 27-1.4.4.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :T (v6 / label
                  :R (v15 / label~e.1)
                  :C (v16 / label~e.3))
           :A (v7 / label~e.4)
           :D (v8 / label~e.6,7)
           :P (v9 / label~e.8,9)
           :A (v10 / label
                   :E (v17 / label~e.10)
                   :C (v18 / label~e.11))
           :A (v11 / label
                   :R (v19 / label~e.12)
                   :E (v20 / label~e.14)
                   :E (v21 / label~e.15)
                   :C (v22 / label~e.16)))
    :L (v4 / label~e.18,19)
    :H (v5 / label
           :A v7
           :P (v12 / label~e.20)
           :A (v13 / label
                   :C (v23 / label~e.22))
           :A (v14 / label
                   :R (v24 / label~e.23,24,25)
                   :C (v25 / label~e.27))))
