# ::id 908002
# ::tok The Scotia ’s accident was undeniable .
# ::alignments 0-1.1.2.2.1 1-1.1.2.2.2 2-1.1.2.2.3 3-1.1.2.1 5-1.1.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :A (v4 / label
                  :C (v6 / label~e.3)
                  :E (v7 / label
                         :E (v9 / label~e.0)
                         :C (v10 / label~e.1)
                         :R (v11 / label~e.2)))
           :S (v5 / label
                  :C (v8 / label~e.5))))
