# ::id 835000
# ::tok The Abraham Lincoln had been perfectly chosen and fitted out for its new assignment .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.2 5-1.1.3 6-1.1.2.3 7-1.1.2.4 8-1.1.2.5 9-1.1.2.5 10-1.1.4.4 11-1.1.4.5 12-1.1.4.1 13-1.1.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v7 / label~e.0)
                  :C (v8 / label~e.1,2))
           :P (v4 / label
                  :C (v9 / label~e.6)
                  :N (v10 / label~e.7)
                  :C (v11 / label~e.8,9))
           :D (v5 / label~e.5)
           :A (v6 / label
                  :E (v12 / label~e.12)
                  :C (v13 / label~e.13)
                  :R (v14 / label~e.10)
                  :E (v15 / label~e.11))))
