# ::id 2968008
# ::tok " Precisely , Ned . So at thirty - two feet beneath the surface of the sea , you 'll undergo a pressure of 17,568 kilograms ; at 320 feet , or ten times greater pressure , it 's 175,680 kilograms ; at 3,200 feet , or 100 times greater pressure , it 's 1,756,800 kilograms ; finally , at 32,000 feet , or 1,000 times greater pressure , it 's 17,568,000 kilograms ; in other words , you 'd be squashed as flat as if you 'd just been yanked from between the plates of a hydraulic press ! "
# ::alignments 1-1.1.3.19.2 3-1.1.3.19.3 5-1.1.3.1 6-1.1.3.2.1.1 7-1.1.3.2.1.2.1 9-1.1.3.2.1.2.1 10-1.1.3.2.1.2.2 11-1.1.3.2.1.3 13-1.1.3.2.1.5 14-1.1.3.2.1.6.1 16-1.1.3.2.1.6.3 18-1.1.3.2.2 20-1.1.3.2.4 22-1.1.3.2.5.2 23-1.1.3.2.5.3.1 24-1.1.3.2.5.3.2 25-1.1.3.2.5.3.3 27-1.1.3.3.2.1 28-1.1.3.3.2.2.1.1 29-1.1.3.3.2.2.1.2 31-1.1.3.3.2.2.2 32-1.1.3.3.2.2.3.1.1.1 33-1.1.3.3.2.2.3.1.1.2 34-1.1.3.3.2.2.3.1.2 35-1.1.3.3.2.2.3.2 38-1.1.3.3.4 39-1.1.3.3.5.2 40-1.1.3.3.5.1 42-1.1.3.4.2.1 43-1.1.3.4.2.2.2.1 44-1.1.3.4.2.2.2.2 46-1.1.3.4.2.2.3 47-1.1.3.4.2.2.4.1.1.1 48-1.1.3.4.2.2.4.1.1.2 49-1.1.3.4.2.2.4.1.2 50-1.1.3.4.2.2.4.2 53-1.1.3.4.4 54-1.1.3.4.5.1 55-1.1.3.4.5.2 57-1.1.3.6 59-1.1.3.10.2.1 60-1.1.3.10.2.2.2.1 61-1.1.3.10.2.2.2.2 63-1.1.3.10.2.2.3 64-1.1.3.10.2.2.4.1.1.1 65-1.1.3.10.2.2.4.1.1.2 66-1.1.3.10.2.2.4.1.2 67-1.1.3.10.2.2.4.2 70-1.1.3.10.4 71-1.1.3.10.5.1 72-1.1.3.10.5.2 74-1.1.3.15.1 75-1.1.3.15.2 76-1.1.3.15.3 78-1.1.3.16.1 79-1.1.3.16.2 81-1.1.3.16.4 83-1.1.3.16.5.2 84-1.1.3.17 85-1.1.3.17 86-1.1.3.18.1 87-1.1.3.18.2 88-1.1.3.18.3 90-1.1.3.18.5 91-1.1.3.18.6.1 92-1.1.3.18.6.2 94-1.1.3.18.6.4 95-1.1.3.18.6.5.3 97-1.1.3.18.6.5.5 98-1.1.3.18.6.5.6
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label)
           :A (v4 / label)
           :A (v5 / label
                  :L (v6 / label~e.5)
                  :H (v7 / label
                         :A (v17 / label
                                 :R (v45 / label~e.6)
                                 :Q (v46 / label
                                         :Q (v69 / label~e.7,9)
                                         :C (v70 / label~e.10))
                                 :R (v47 / label~e.11)
                                 :C (v48 / label~e.13)
                                 :E (v49 / label
                                         :R (v71 / label~e.14)
                                         :C (v72 / label~e.16)))
                         :A (v18 / label~e.18)
                         :P (v19 / label~e.20)
                         :A (v20 / label
                                 :C (v50 / label~e.22)
                                 :E (v51 / label
                                         :R (v73 / label~e.23)
                                         :Q (v74 / label~e.24)
                                         :C (v75 / label~e.25))))
                  :H (v8 / label
                         :A (v21 / label
                                 :R (v52 / label~e.27)
                                 :C (v53 / label
                                         :C (v76 / label
                                                 :Q (v88 / label~e.28)
                                                 :C (v89 / label~e.29))
                                         :N (v77 / label~e.31)
                                         :C (v78 / label
                                                 :E (v90 / label
                                                         :Q (v100 / label
                                                                  :Q (v106 / label~e.32)
                                                                  :C (v107 / label~e.33))
                                                         :C (v101 / label~e.34))
                                                 :C (v91 / label~e.35))))
                         :S (v22 / label~e.38)
                         :A (v23 / label
                                 :C (v54 / label~e.40)
                                 :Q (v55 / label~e.39)))
                  :H (v9 / label
                         :A (v24 / label
                                 :R (v56 / label~e.42)
                                 :C (v57 / label
                                         :C (v79 / label
                                                 :Q (v92 / label~e.43)
                                                 :C (v93 / label~e.44))
                                         :N (v80 / label~e.46)
                                         :C (v81 / label
                                                 :E (v94 / label
                                                         :Q (v102 / label
                                                                  :Q (v108 / label~e.47)
                                                                  :C (v109 / label~e.48))
                                                         :C (v103 / label~e.49))
                                                 :C (v95 / label~e.50))))
                         :S (v25 / label~e.53)
                         :A (v26 / label
                                 :Q (v58 / label~e.54)
                                 :C (v59 / label~e.55)))
                  :L (v10 / label~e.57)
                  :H (v11 / label
                          :A (v27 / label
                                  :R (v60 / label~e.59)
                                  :C (v61 / label
                                          :C (v82 / label
                                                  :Q (v96 / label~e.60)
                                                  :C (v97 / label~e.61))
                                          :N (v83 / label~e.63)
                                          :C (v84 / label
                                                  :E (v98 / label
                                                          :Q (v104 / label
                                                                   :Q (v110 / label~e.64)
                                                                   :C (v111 / label~e.65))
                                                          :C (v105 / label~e.66))
                                                  :C (v99 / label~e.67))))
                          :S (v28 / label~e.70)
                          :A (v29 / label
                                  :Q (v62 / label~e.71)
                                  :C (v63 / label~e.72)))
                  :L (v12 / label
                          :R (v30 / label~e.74)
                          :E (v31 / label~e.75)
