# ::id 53003
# ::tok Accordingly , despite strong competition from France , passengers still choose the Cunard line in preference to all others , as can be seen in a recent survey of official documents .
# ::alignments 0-1.1 2-1.2 3-1.3.1 4-1.3.2 5-1.3.3.1 6-1.3.3.2 8-1.4.1 9-1.4.2 10-1.4.3 11-1.4.4.2 12-1.4.4.3 13-1.4.4.4 14-1.4.4.1.1 15-1.4.4.1.1 16-1.4.4.1.1 17-1.4.4.1.2 18-1.4.4.1.3 20-1.5 21-1.6.2.1 23-1.6.2.3 24-1.6.3.1 25-1.6.3.2 26-1.6.3.3 27-1.6.3.4 28-1.6.3.5.1 29-1.6.3.5.2 30-1.6.3.5.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :L (v3 / label~e.2)
    :H (v4 / label
           :D (v8 / label~e.3)
           :P (v9 / label~e.4)
           :A (v10 / label
                   :R (v18 / label~e.5)
                   :C (v19 / label~e.6)))
    :H (v5 / label
           :A (v11 / label~e.8)
           :D (v12 / label~e.9)
           :P (v13 / label~e.10)
           :A (v14 / label
                   :E (v20 / label
                           :R (v31 / label~e.14,15,16)
                           :E (v32 / label~e.17)
                           :C (v33 / label~e.18))
                   :E (v21 / label~e.11)
                   :E (v22 / label~e.12)
                   :C (v23 / label~e.13)))
    :L (v6 / label~e.20)
    :H (v7 / label
           :A (v15 / label)
           :P (v16 / label
                   :E (v24 / label~e.21)
                   :C (v25 / label~e.23))
           :A (v17 / label
                   :R (v26 / label~e.24)
                   :E (v27 / label~e.25)
                   :E (v28 / label~e.26)
                   :C (v29 / label~e.27)
                   :E (v30 / label
                           :R (v34 / label~e.28)
                           :E (v35 / label~e.29)
                           :C (v36 / label~e.30)))
           :A v5))
