# ::id 2944002
# ::tok Voluntary watches from the crosstrees of the topgallant sail were self - imposed by more than one who would have cursed such toil under any other circumstances .
# ::alignments 0-1.1.1.2 1-1.1.1.3 2-1.1.1.4.1 4-1.1.1.4.3 5-1.1.1.4.4.1 7-1.1.1.4.4.3 8-1.1.1.4.4.4 10-1.1.3 12-1.1.3 13-1.1.4.3 14-1.1.4.4.1 15-1.1.4.4.2 16-1.1.4.1 17-1.1.4.2.1 18-1.1.4.2.2.2 20-1.1.4.2.2.4 21-1.1.4.2.2.5.1 22-1.1.4.2.2.5.2 23-1.1.4.2.3 24-1.1.4.2.4.1 25-1.1.4.2.4.2 26-1.1.4.2.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :A (v6 / label)
                  :D (v7 / label~e.0)
                  :P (v8 / label~e.1)
                  :A (v9 / label
                         :R (v14 / label~e.2)
                         :C (v15 / label~e.4)
                         :E (v16 / label
                                 :R (v23 / label~e.5)
                                 :E (v24 / label~e.7)
                                 :C (v25 / label~e.8))))
           :P (v4 / label~e.10,12)
           :A (v5 / label
                  :C (v10 / label~e.16)
                  :E (v11 / label
                          :R (v17 / label~e.17)
                          :H (v18 / label
                                  :A v10
                                  :D (v26 / label~e.18)
                                  :P (v27 / label~e.20)
                                  :A (v28 / label
                                          :E (v32 / label~e.21)
                                          :C (v33 / label~e.22)))
                          :L (v19 / label~e.23)
                          :H (v20 / label
                                  :D (v29 / label~e.24)
                                  :D (v30 / label~e.25)
                                  :S (v31 / label~e.26)))
                  :R (v12 / label~e.13)
                  :E (v13 / label
                          :C (v21 / label~e.14)
                          :R (v22 / label~e.15)))))
