# ::id 318002
# ::tok If you would like to join the expedition on the Abraham Lincoln , the government of the Union will be pleased to regard you as France ’s representative in this undertaking .
# ::alignments 0-1.1 1-1.2.1 2-1.2.2.1.1 3-1.2.2.1.2 5-1.2.2.3 6-1.2.3.1 7-1.2.3.2 8-1.2.4.1 9-1.2.4.2 10-1.2.4.3 11-1.2.4.3 13-1.3.3.1 14-1.3.3.2 15-1.3.3.3.1 16-1.3.3.3.2 17-1.3.3.3.3 18-1.3.4.1.1 20-1.3.4.1.3 22-1.3.4.3 23-1.3.5 24-1.3.1.1 25-1.3.1.2.1 26-1.3.1.2.2 27-1.3.1.3 28-1.3.2.1 29-1.3.2.2 30-1.3.2.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v5 / label~e.1)
           :P (v6 / label
                  :E (v14 / label
                          :E (v32 / label~e.2)
                          :C (v33 / label~e.3))
                  :C (v15 / label~e.5))
           :A (v7 / label
                  :E (v16 / label~e.6)
                  :C (v17 / label~e.7))
           :A (v8 / label
                  :R (v18 / label~e.8)
                  :E (v19 / label~e.9)
                  :C (v20 / label~e.10,11)))
    :H (v4 / label
           :A (v9 / label
                  :R (v21 / label~e.24)
                  :E (v22 / label
                          :C (v34 / label~e.25)
                          :R (v35 / label~e.26))
                  :C (v23 / label~e.27))
           :A (v10 / label
                   :R (v24 / label~e.28)
                   :E (v25 / label~e.29)
                   :C (v26 / label~e.30))
           :A (v11 / label
                   :E (v27 / label~e.13)
                   :C (v28 / label~e.14)
                   :E (v29 / label
                           :R (v36 / label~e.15)
                           :E (v37 / label~e.16)
                           :C (v38 / label~e.17)))
           :P (v12 / label
                   :E (v30 / label
                           :E (v39 / label~e.18)
                           :C (v40 / label~e.20))
                   :C (v31 / label~e.22))
           :A (v13 / label~e.23)))
