# ::id 889003
# ::tok The harpooner ’s family originated in Quebec , and they were already a line of bold fishermen back in the days when this town still belonged to France .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.1.3 3-1.1.1.2 4-1.1.2 5-1.1.3.1 6-1.1.3.2 8-1.2 9-1.3.3 10-1.3.4 11-1.3.5 12-1.3.1.1 13-1.3.1.2 14-1.3.1.3.1 15-1.3.1.3.2 16-1.3.1.3.3 17-1.3.2.1 18-1.3.2.2 19-1.3.2.3 20-1.3.2.4 21-1.3.2.5.2 22-1.3.2.5.3.1 23-1.3.2.5.3.2 24-1.3.2.5.4 25-1.3.2.5.5 26-1.3.2.5.6.1 27-1.3.2.5.6.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :E (v13 / label
                          :E (v25 / label~e.0)
                          :C (v26 / label~e.1)
                          :R (v27 / label~e.2))
                  :C (v14 / label~e.3))
           :P (v6 / label~e.4)
           :A (v7 / label
                  :R (v15 / label~e.5)
                  :C (v16 / label~e.6)))
    :L (v3 / label~e.8)
    :H (v4 / label
           :A (v8 / label
                  :E (v17 / label~e.12)
                  :C (v18 / label~e.13)
                  :E (v19 / label
                          :R (v28 / label~e.14)
                          :E (v29 / label~e.15)
                          :C (v30 / label~e.16)))
           :D (v9 / label
                  :R (v20 / label~e.17)
                  :R (v21 / label~e.18)
                  :E (v22 / label~e.19)
                  :C (v23 / label~e.20)
                  :E (v24 / label
                          :A v23
                          :R (v31 / label~e.21)
                          :A (v32 / label
                                  :E (v36 / label~e.22)
                                  :C (v37 / label~e.23))
                          :D (v33 / label~e.24)
                          :P (v34 / label~e.25)
                          :A (v35 / label
                                  :R (v38 / label~e.26)
                                  :C (v39 / label~e.27))))
           :A (v10 / label~e.9)
           :S (v11 / label~e.10)
           :D (v12 / label~e.11)))
