# ::id 2922012
# ::tok " Then we are n't returning to Paris ? " Conseil asked . "
# ::alignments 1-1.1.6.1 2-1.1.6.2.1 4-1.1.6.2.3 5-1.1.6.2.4 6-1.1.6.2.5.1 7-1.1.6.2.5.2 10-1.1.7 11-1.1.8
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :L (v6 / label~e.1)
                  :H (v7 / label
                         :A (v8 / label~e.2)
                         :D (v9 / label~e.4)
                         :P (v10 / label~e.5)
                         :A (v11 / label
                                 :R (v12 / label~e.6)
                                 :C (v13 / label~e.7))))
           :A (v4 / label~e.10)
           :P (v5 / label~e.11)))
