# ::id 998002
# ::tok It was Ned Land 's voice , and it shouted : " Ahoy ! There 's the thing in question , abreast of us to leeward ! "
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1.1 3-1.1.3.1.1 4-1.1.3.1.2 5-1.1.3.2 7-1.2 8-1.3.3 9-1.3.4 15-1.3.5.3 16-1.3.5.4.1.1 17-1.3.5.4.1.2 18-1.3.5.4.2 19-1.3.5.4.2 21-1.3.5.5.1.1 22-1.3.5.5.1.2 23-1.3.5.5.2 24-1.3.5.5.3.1 25-1.3.5.5.3.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :S (v6 / label~e.1)
           :A (v7 / label
                  :E (v11 / label
                          :C (v16 / label~e.2,3)
                          :R (v17 / label~e.4))
                  :C (v12 / label~e.5)))
    :L (v3 / label~e.7)
    :H (v4 / label
           :A (v8 / label~e.8)
           :P (v9 / label~e.9)
           :A (v10 / label
                   :S (v13 / label~e.15)
                   :A (v14 / label
                           :A (v18 / label
                                   :E (v23 / label~e.16)
                                   :C (v24 / label~e.17))
                           :S (v19 / label~e.18,19))
                   :A (v15 / label
                           :R (v20 / label
                                   :C (v25 / label~e.21)
                                   :R (v26 / label~e.22))
                           :C (v21 / label~e.23)
                           :E (v22 / label
                                   :R (v27 / label~e.24)
                                   :C (v28 / label~e.25))))))
