# ::id 2897007
# ::tok But when they examined its undersides in the service yard , they discovered that part of its keel had been smashed .
# ::alignments 0-1.1 1-1.2 2-1.3.1 3-1.3.2 4-1.3.3.1 5-1.3.3.2 6-1.3.4.1 8-1.3.4.3 9-1.3.4.4 11-1.4.1 12-1.4.2 13-1.4.3.2 14-1.4.3.3.1 15-1.4.3.3.2.1 16-1.4.3.3.2.2 17-1.4.3.3.2.3 20-1.4.3.6
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :L (v3 / label~e.1)
    :H (v4 / label
           :A (v6 / label~e.2)
           :P (v7 / label~e.3)
           :A (v8 / label
                  :R (v13 / label~e.4)
                  :C (v14 / label~e.5))
           :A (v9 / label
                  :R (v15 / label~e.6)
                  :E (v16 / label~e.8)
                  :C (v17 / label~e.9)))
    :H (v5 / label
           :A (v10 / label~e.11)
           :P (v11 / label~e.12)
           :A (v12 / label
                   :A (v18 / label)
                   :R (v19 / label~e.13)
                   :A (v20 / label
                           :C (v22 / label~e.14)
                           :C (v23 / label
                                   :R (v24 / label~e.15)
                                   :E (v25 / label~e.16)
                                   :C (v26 / label~e.17)))
                   :P (v21 / label~e.20))))
