# ::id 2988005
# ::tok Twenty times a day some error in perception , or the optical illusions of some sailor perched in the crosstrees , would cause intolerable anguish , and this emotion , repeated twenty times over , kept us in a state of irritability so intense that a reaction was bound to follow .
# ::alignments 0-1.1.1.1 1-1.1.1.2 3-1.1.1.3.2 4-1.1.2.1.2.1 5-1.1.2.1.2.2 6-1.1.2.1.3.1 7-1.1.2.1.3.2 9-1.1.2.2 11-1.1.2.3.2 12-1.1.2.3.3 13-1.1.2.3.4.1 14-1.1.2.3.4.2 15-1.1.2.3.4.3.1 16-1.1.2.3.4.4.2 17-1.1.2.3.4.4.3.1 19-1.1.2.3.4.4.3.3 22-1.1.4 23-1.1.5 24-1.1.6 26-1.2 27-1.3.1.1 28-1.3.1.2 30-1.3.1.3.2 31-1.3.1.3.3.1 32-1.3.1.3.3.2 33-1.3.1.3.3.3 35-1.3.2 36-1.3.3 37-1.3.5.1.1.1 39-1.3.5.1.1.2.2 40-1.3.5.1.1.3 41-1.3.5.1.1.4 42-1.3.5.1.2.1 43-1.3.5.1.2.2 44-1.3.5.2 46-1.3.5.3.2.2 48-1.3.5.3.4 49-1.3.5.3.4 50-1.3.5.3.5
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v5 / label
                  :Q (v14 / label~e.0)
                  :C (v15 / label~e.1)
                  :E (v16 / label
                          :C (v26 / label~e.3)))
           :A (v6 / label
                  :C (v17 / label
                          :A (v27 / label)
                          :D (v28 / label
                                  :E (v41 / label~e.4)
                                  :C (v42 / label~e.5))
                          :P (v29 / label
                                  :R (v43 / label~e.6)
                                  :C (v44 / label~e.7)))
                  :N (v18 / label~e.9)
                  :C (v19 / label
                          :A (v30 / label~e.11)
                          :S (v31 / label~e.12)
                          :A (v32 / label
                                  :R (v45 / label~e.13)
                                  :E (v46 / label~e.14)
                                  :C (v47 / label
                                          :A (v59 / label~e.15))
                                  :E (v48 / label
                                          :A v47
                                          :P (v60 / label~e.16)
                                          :A (v61 / label
                                                  :R (v63 / label~e.17)
                                                  :C (v64 / label~e.19))))))
           :D (v7 / label~e.22)
           :D (v8 / label~e.23)
           :P (v9 / label~e.24))
    :L (v3 / label~e.26)
    :H (v4 / label
           :A (v10 / label
                   :E (v20 / label~e.27)
                   :C (v21 / label~e.28)
                   :E (v22 / label
                           :A v21
                           :P (v33 / label~e.30)
                           :D (v34 / label
                                   :Q (v49 / label~e.31)
                                   :C (v50 / label~e.32)
                                   :R (v51 / label~e.33))))
           :P (v11 / label~e.35)
           :A (v12 / label~e.36)
           :A (v13 / label
                   :H (v23 / label
                           :S (v35 / label
                                   :R (v52 / label~e.37)
                                   :E (v53 / label
                                           :C (v62 / label~e.39))
                                   :R (v54 / label~e.40)
                                   :C (v55 / label~e.41))
                           :D (v36 / label
                                   :E (v56 / label~e.42)
                                   :C (v57 / label~e.43))
                           :A v12)
                   :L (v24 / label~e.44)
                   :H (v25 / label
                           :A (v37 / label)
                           :P (v38 / label
                                   :C (v58 / label~e.46))
                           :D (v39 / label~e.48,49)
                           :D (v40 / label~e.50)))))
