# ::id 2916004
# ::tok Well versed in the theory of classification , he was poorly versed in its practical application , and I doubt that he could tell a sperm whale from a baleen whale !
# ::alignments 0-1.1.2 1-1.1.3 2-1.1.4.1 4-1.1.4.3 5-1.1.4.4.1 6-1.1.4.4.2 8-1.1.1 10-1.2.3 11-1.2.4 12-1.2.5.1 13-1.2.5.2 14-1.2.5.3 15-1.2.5.4 17-1.3 18-1.4.2 19-1.4.3 20-1.4.1.1 21-1.4.1.2 22-1.4.1.3 23-1.4.1.4 25-1.4.1.5.2 26-1.4.1.5.3 27-1.4.1.6.1 29-1.4.1.6.3 30-1.4.1.6.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v6 / label~e.8)
           :D (v7 / label~e.0)
           :P (v8 / label~e.1)
           :A (v9 / label
                  :R (v16 / label~e.2)
                  :C (v17 / label~e.4)
                  :E (v18 / label
                          :R (v29 / label~e.5)
                          :C (v30 / label~e.6))))
    :H (v3 / label
           :A v6
           :D (v10 / label~e.10)
           :P (v11 / label~e.11)
           :A (v12 / label
                   :R (v19 / label~e.12)
                   :E (v20 / label~e.13)
                   :E (v21 / label~e.14)
                   :C (v22 / label~e.15)))
    :L (v4 / label~e.17)
    :H (v5 / label
           :A (v13 / label
                   :R (v23 / label~e.20)
                   :A (v24 / label~e.21)
                   :D (v25 / label~e.22)
                   :P (v26 / label~e.23)
                   :A (v27 / label
                           :E (v31 / label~e.25)
                           :C (v32 / label~e.26))
                   :A (v28 / label
                           :R (v33 / label~e.27)
                           :E (v34 / label~e.29)
                           :C (v35 / label~e.30)))
           :A (v14 / label~e.18)
           :P (v15 / label~e.19)))
