# ::id 2971004
# ::tok Now then , this hole did n't make itself , and since it had n't resulted from underwater rocks or underwater machines , it must have been caused by the perforating tool of some animal .
# ::alignments 0-1.1 1-1.1 3-1.2.1.1 4-1.2.1.2 6-1.2.3 7-1.2.4 8-1.2.5 10-1.3 11-1.4 12-1.5.1 14-1.5.3 15-1.5.4 16-1.5.5.1 17-1.5.5.2.1.1 18-1.5.5.2.1.2 19-1.5.5.2.2 20-1.5.5.2.3.1 21-1.5.5.2.3.2 23-1.6.1 24-1.6.2 27-1.6.5 28-1.6.6.1 30-1.6.6.3.2 31-1.6.6.4 32-1.6.6.5.1 33-1.6.6.5.2 34-1.6.6.5.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0,1)
    :H (v3 / label
           :A (v8 / label
                  :E (v20 / label~e.3)
                  :C (v21 / label~e.4))
           :D (v9 / label~e.6)
           :P (v10 / label~e.7)
           :A (v11 / label~e.8))
    :L (v4 / label~e.10)
    :L (v5 / label~e.11)
    :H (v6 / label
           :A (v12 / label~e.12)
           :D (v13 / label~e.14)
           :P (v14 / label~e.15)
           :A (v15 / label
                   :R (v22 / label~e.16)
                   :C (v23 / label
                           :C (v28 / label
                                   :E (v35 / label~e.17)
                                   :C (v36 / label~e.18))
                           :N (v29 / label~e.19)
                           :C (v30 / label
                                   :E (v37 / label~e.20)
                                   :C (v38 / label~e.21)))))
    :H (v7 / label
           :A (v16 / label~e.23)
           :D (v17 / label~e.24)
           :P (v18 / label~e.27)
           :A (v19 / label
                   :R (v24 / label~e.28)
                   :E (v25 / label
                           :A (v26 / label~e.31)
                           :P (v31 / label~e.30))
                   :C v26
                   :E (v27 / label
                           :R (v32 / label~e.32)
                           :E (v33 / label~e.33)
                           :C (v34 / label~e.34)))))
