# ::id 993004
# ::tok Sometimes the murky ocean sparkled beneath moonbeams that darted between the fringes of two clouds .
# ::alignments 0-1.1.1 1-1.1.2.1 2-1.1.2.2 3-1.1.2.3 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.4.3.2 8-1.1.4.3.3 9-1.1.4.3.4.1.1 10-1.1.4.3.4.1.2 11-1.1.4.3.4.1.3 12-1.1.4.3.4.1.4 13-1.1.4.3.4.2 14-1.1.4.3.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v3 / label~e.0)
           :A (v4 / label
                  :E (v7 / label~e.1)
                  :E (v8 / label~e.2)
                  :C (v9 / label~e.3))
           :P (v5 / label~e.4)
           :A (v6 / label
                  :R (v10 / label~e.5)
                  :C (v11 / label~e.6)
                  :E (v12 / label
                          :A v11
                          :R (v13 / label~e.7)
                          :P (v14 / label~e.8)
                          :A (v15 / label
                                  :E (v16 / label
                                          :R (v19 / label~e.9)
                                          :E (v20 / label~e.10)
                                          :C (v21 / label~e.11)
                                          :R (v22 / label~e.12))
                                  :E (v17 / label~e.13)
                                  :C (v18 / label~e.14))))))
