# ::id 978001
# ::tok Our voyage was proceeding under the most favorable conditions .
# ::alignments 0-1.1.2.1 1-1.1.2.2 3-1.1.3.2 4-1.1.4.5 5-1.1.4.6 6-1.1.4.1 7-1.1.4.2 8-1.1.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :A (v4 / label
                  :E (v7 / label~e.0)
                  :C (v8 / label~e.1))
           :P (v5 / label
                  :C (v9 / label~e.3))
           :D (v6 / label
                  :E (v10 / label~e.6)
                  :E (v11 / label~e.7)
                  :C (v12 / label~e.8)
                  :R (v13 / label~e.4)
                  :E (v14 / label~e.5))))
