# ::id 890002
# ::tok His tales took on the form of an epic poem , and I felt I was hearing some Canadian Homer reciting his Iliad of the High Arctic regions .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.2.1 3-1.1.2.1 4-1.1.2.2 5-1.1.2.3 6-1.1.3.1 7-1.1.3.2 8-1.1.3.3 9-1.1.3.4 11-1.2 12-1.3.1 13-1.3.2 14-1.3.3.1 16-1.3.3.2.2 17-1.3.3.3.1 18-1.3.3.3.3 19-1.3.3.3.4 20-1.3.3.3.2.1 21-1.3.3.3.2.2.1 22-1.3.3.3.2.2.2 23-1.3.3.3.2.2.3.1 24-1.3.3.3.2.2.3.2 25-1.3.3.3.2.2.3.3.1 26-1.3.3.3.2.2.3.3.2 27-1.3.3.3.2.2.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :E (v11 / label~e.0)
                  :C (v12 / label~e.1))
           :P (v6 / label
                  :E (v13 / label~e.2,3)
                  :E (v14 / label~e.4)
                  :C (v15 / label~e.5))
           :A (v7 / label
                  :R (v16 / label~e.6)
                  :E (v17 / label~e.7)
                  :E (v18 / label~e.8)
                  :C (v19 / label~e.9)))
    :L (v3 / label~e.11)
    :H (v4 / label
           :A (v8 / label~e.12)
           :P (v9 / label~e.13)
           :A (v10 / label
                   :A (v20 / label~e.14)
                   :P (v21 / label
                           :C (v23 / label~e.16))
                   :A (v22 / label
                           :E (v24 / label~e.17)
                           :E (v25 / label
                                   :P (v28 / label~e.20)
                                   :A (v29 / label
                                           :E (v30 / label~e.21)
                                           :C (v31 / label~e.22)
                                           :E (v32 / label
                                                   :R (v33 / label~e.23)
                                                   :E (v34 / label~e.24)
                                                   :E (v35 / label
                                                           :E (v37 / label~e.25)
                                                           :C (v38 / label~e.26))
                                                   :C (v36 / label~e.27)))
                                   :A (v27 / label~e.19))
                           :E (v26 / label~e.18)
                           :C v27))))
