# ::id 2868000
# ::tok " The common narwhale , or sea unicorn , often reaches a length of sixty feet . Increase its dimensions fivefold or even tenfold , then give this cetacean a strength in proportion to its size while enlarging its offensive weapons , and you have the animal we 're looking for . It would have the proportions determined by the officers of the Shannon , the instrument needed to perforate the Scotia , and the power to pierce a steamer 's hull .
# ::alignments 2-1.1.3.14.1.1.2 3-1.1.3.14.1.1.3 5-1.1.3.14.1.2 6-1.1.3.14.1.3.1 7-1.1.3.14.1.3.2 9-1.1.3.14.2 10-1.1.3.14.3 12-1.1.3.14.4.2 13-1.1.3.14.5.1 14-1.1.3.14.5.2 15-1.1.3.14.5.3 17-1.1.3.15.2 18-1.1.3.15.3.1 19-1.1.3.15.3.2 20-1.1.3.15.4.3 21-1.1.3.15.4.1 22-1.1.3.15.4.2.1 23-1.1.3.15.4.2.2 25-1.1.3.16 26-1.1.3.17.2 27-1.1.3.17.3.1 28-1.1.3.17.3.2 30-1.1.3.17.4.2 31-1.1.3.17.4.3.1 32-1.1.3.17.4.3.2 33-1.1.3.17.4.3.3.1 34-1.1.3.17.4.3.3.2 35-1.1.3.17.4.3.3.3 36-1.1.3.1 37-1.1.3.2.2 38-1.1.3.2.3.1 39-1.1.3.2.3.2 40-1.1.3.2.3.3 42-1.1.3.3 43-1.1.3.7.1 44-1.1.3.7.2 46-1.1.3.7.3.2 47-1.1.3.7.3.3.2 49-1.1.3.7.3.3.4 50-1.1.3.7.3.3.4 52-1.1.3.11.1 54-1.1.3.11.3 56-1.1.3.11.4.2.2 57-1.1.3.11.4.2.3.2 58-1.1.3.11.4.2.3.3.1 60-1.1.3.11.4.2.3.3.3 61-1.1.3.11.4.2.3.3.4.1 63-1.1.3.11.4.2.3.3.4.3 66-1.1.3.11.4.3.2 67-1.1.3.11.4.3.3.3 69-1.1.3.11.4.3.3.5 71-1.1.3.11.4.3.3.6.2 73-1.1.3.12 75-1.1.3.13.1.2 77-1.1.3.13.2.2 79-1.1.3.13.2.3.3.1 80-1.1.3.13.2.3.3.2 81-1.1.3.13.2.3.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :L (v6 / label~e.36)
                  :H (v7 / label
                         :A (v17 / label)
                         :P (v18 / label~e.37)
                         :A (v19 / label
                                 :E (v41 / label~e.38)
                                 :E (v42 / label~e.39)
                                 :C (v43 / label~e.40)))
                  :L (v8 / label~e.42)
                  :H (v9 / label
                         :A (v20 / label~e.43)
                         :S (v21 / label~e.44)
                         :A (v22 / label
                                 :C (v44 / label~e.46)
                                 :E (v45 / label
                                         :A v44
                                         :A (v67 / label~e.47)
                                         :P (v68 / label~e.49,50))))
                  :H (v10 / label
                          :A (v23 / label~e.52)
                          :S (v24 / label~e.54)
                          :A (v25 / label
                                  :C (v46 / label
                                          :C (v69 / label~e.56)
                                          :E (v70 / label
                                                  :A v69
                                                  :P (v84 / label~e.57)
                                                  :A (v85 / label
                                                          :R (v95 / label~e.58)
                                                          :A (v96 / label~e.60)
                                                          :A (v97 / label
                                                                  :R (v99 / label~e.61)
                                                                  :C (v100 / label~e.63)))))
                                  :C (v47 / label
                                          :C (v71 / label~e.66)
                                          :E (v72 / label
                                                  :A v71
                                                  :A (v86 / label)
                                                  :D (v87 / label~e.67)
                                                  :P (v88 / label~e.69)
                                                  :A (v89 / label
                                                          :C (v98 / label~e.71))))))
                  :L (v11 / label~e.73)
                  :H (v12 / label
                          :S (v26 / label
                                  :C (v48 / label~e.75))
                          :A (v27 / label
                                  :P (v49 / label~e.77)
                                  :A (v50 / label
                                          :E (v73 / label
                                                  :C (v90 / label~e.79)
                                                  :R (v91 / label~e.80))
                                          :C (v74 / label~e.81))
                                  :A v23)
                          :A v23)
                  :H (v13 / label
                          :A (v28 / label
                                  :C (v51 / label
                                          :E (v75 / label~e.2)
                                          :C (v76 / label~e.3))
                                  :N (v52 / label~e.5)
                                  :C (v53 / label
                                          :E (v77 / label~e.6)
                                          :C (v78 / label~e.7)))
                          :D (v29 / label~e.9)
                          :D (v30 / label~e.10)
                          :S (v31 / label
                                  :C (v54 / label~e.12))
                          :A (v32 / label
                                  :R (v55 / label~e.13)
                                  :Q (v56 / label~e.14)
                                  :C (v57 / label~e.15)))
                  :H (v14 / label
                          :A (v33 / label)
                          :P (v34 / label~e.17)
                          :A (v35 / label
                                  :A (v58 / label~e.18)
                                  :S (v59 / label~e.19))
                          :A (v36 / label
                                  :N (v60 / label~e.21)
                                  :C (v61 / label
                                          :E (v79 / label~e.22)
                                          :C (v80 / label~e.23))
                                  :C (v62 / label~e.20)))
                  :L (v15 / label~e.25)
                  :H (v16 / label
                          :A (v37 / label)
                          :P (v38 / label~e.26)
                          :A (v39 / label
                                  :E (v63 / label~e.27)
                                  :C (v64 / label~e.28))
                          :A (v40 / label
                                  :S (v65 / label~e.30)
                                  :D (v66 / label
                                          :R (v81 / label~e.31)
                                          :C (v82 / label~e.32)
                                          :E (v83 / label
                                                  :R (v92 / label~e.33)
                                                  :E (v93 / label~e.34)
                                                  :C (v94 / label~e.35))))))))
