# ::id 2896001
# ::tok Under the combined efforts of wind and 400 - horsepower steam , it was traveling at a speed of thirteen knots .
# ::alignments 0-1.1 2-1.2.2 3-1.2.1.2 4-1.2.3.1 5-1.2.3.2.1 6-1.2.3.2.2 7-1.2.3.2.3.1.1 9-1.2.3.2.3.1.2 10-1.2.3.2.3.2 12-1.3.2 14-1.3.4 15-1.3.1.1 17-1.3.1.3 18-1.3.1.4.1 19-1.3.1.4.2 20-1.3.1.4.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :P (v5 / label
                  :C (v11 / label~e.3))
           :D (v6 / label~e.2)
           :A (v7 / label
                  :R (v12 / label~e.4)
                  :C (v13 / label
                          :C (v17 / label~e.5)
                          :N (v18 / label~e.6)
                          :C (v19 / label
                                  :E (v23 / label
                                          :Q (v25 / label~e.7)
                                          :C (v26 / label~e.9))
                                  :C (v24 / label~e.10)))))
    :H (v4 / label
           :D (v8 / label
                  :R (v14 / label~e.15)
                  :C (v15 / label~e.17)
                  :E (v16 / label
                          :R (v20 / label~e.18)
                          :Q (v21 / label~e.19)
                          :C (v22 / label~e.20)))
           :A (v9 / label~e.12)
           :P (v10 / label~e.14)))
