# ::id 881004
# ::tok And the Abraham Lincoln ’s stempost hadn ’t even cut the suspected waters of the Pacific .
# ::alignments 0-1.1 1-1.2.1.1.1 2-1.2.1.1.2 3-1.2.1.1.2 4-1.2.1.1.3 5-1.2.1.2 7-1.2.3 8-1.2.4 9-1.2.2.2 10-1.2.5.1 11-1.2.5.2 12-1.2.5.3 13-1.2.5.4.1 14-1.2.5.4.2 15-1.2.5.4.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v4 / label
                  :E (v9 / label
                         :E (v16 / label~e.1)
                         :C (v17 / label~e.2,3)
                         :R (v18 / label~e.4))
                  :C (v10 / label~e.5))
           :P (v5 / label
                  :C (v11 / label~e.9))
           :D (v6 / label~e.7)
           :D (v7 / label~e.8)
           :A (v8 / label
                  :E (v12 / label~e.10)
                  :E (v13 / label~e.11)
                  :C (v14 / label~e.12)
                  :E (v15 / label
                          :R (v19 / label~e.13)
                          :E (v20 / label~e.14)
                          :C (v21 / label~e.15)))))
