# ::id 2990002
# ::tok A new feeling appeared on board , made up of three - tenths shame and seven - tenths fury .
# ::alignments 1-1.1.3 2-1.2.1 3-1.1.4 4-1.1.5.1 5-1.1.5.2 7-1.2.2 8-1.2.2 9-1.2.3.1 10-1.2.3.2.1.1 12-1.2.3.2.1.1 13-1.2.3.2.1.2.1 14-1.2.3.2.2 15-1.2.3.2.3.1 17-1.2.3.2.3.1 18-1.2.3.2.3.2.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label)
           :S (v5 / label
                  :C (v9 / label~e.2))
           :D (v6 / label~e.1)
           :D (v7 / label~e.3)
           :A (v8 / label
                  :R (v12 / label~e.4)
                  :C (v13 / label~e.5)))
    :H (v3 / label
           :A v9
           :S (v10 / label~e.7,8)
           :A (v11 / label
                   :R (v14 / label~e.9)
                   :C (v15 / label
                           :C (v16 / label
                                   :Q (v19 / label~e.10,12)
                                   :C (v20 / label
                                           :S (v23 / label~e.13)))
                           :N (v17 / label~e.14)
                           :C (v18 / label
                                   :Q (v21 / label~e.15,17)
                                   :C (v22 / label
                                           :S (v24 / label~e.18)))))))
