# ::id 296002
# ::tok Well received in scholarly circles , this book had established me as a specialist in this pretty obscure field of natural history .
# ::alignments 0-1.1.2 1-1.1.3 2-1.1.4.1 3-1.1.4.2 4-1.1.4.3 6-1.1.6.1 7-1.1.6.2 9-1.2.2.2 10-1.2.3 11-1.2.4.1 12-1.2.4.2 13-1.2.4.3 14-1.2.4.4.1 15-1.2.4.4.2 16-1.2.4.4.3.1 17-1.2.4.4.3.2 18-1.2.4.4.4 19-1.2.4.4.5.1 20-1.2.4.4.5.2 21-1.2.4.4.5.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label)
           :D (v5 / label~e.0)
           :P (v6 / label~e.1)
           :A (v7 / label
                  :R (v12 / label~e.2)
                  :E (v13 / label~e.3)
                  :C (v14 / label~e.4))
           :A (v8 / label
                  :E (v15 / label~e.6)
                  :C (v16 / label~e.7)))
    :H (v3 / label
           :A v8
           :P (v9 / label
                  :C (v17 / label~e.9))
           :A (v10 / label~e.10)
           :A (v11 / label
                   :R (v18 / label~e.11)
                   :E (v19 / label~e.12)
                   :C (v20 / label~e.13)
                   :E (v21 / label
                           :R (v22 / label~e.14)
                           :E (v23 / label~e.15)
                           :E (v24 / label
                                   :E (v27 / label~e.16)
                                   :C (v28 / label~e.17))
                           :C (v25 / label~e.18)
                           :E (v26 / label
                                   :R (v29 / label~e.19)
                                   :E (v30 / label~e.20)
                                   :C (v31 / label~e.21))))))
