# ::id 891002
# ::tok Ah , my gallant Ned ! I ask only to live 100 years more , the longer to remember you !
# ::alignments 0-1.1 2-1.1 3-1.1 4-1.1 6-1.2.1 7-1.2.2.1 8-1.2.3 10-1.2.2.3 11-1.2.4.2 12-1.2.4.3 13-1.2.4.1 15-1.3.3.1 16-1.3.3.2 18-1.3.4.2 19-1.3.5
# ::format ucca
(v1 / label
    :H (v2 / label~e.0,2,3,4)
    :H (v3 / label
           :A (v5 / label~e.6)
           :P (v6 / label
                  :E (v12 / label~e.7)
                  :C (v13 / label~e.10))
           :D (v7 / label~e.8)
           :A (v8 / label
                  :E (v14 / label~e.13)
                  :E (v15 / label~e.11)
                  :C (v16 / label~e.12)))
    :H (v4 / label
           :A v5
           :D (v9 / label
                  :E (v17 / label~e.15)
                  :C (v18 / label~e.16))
           :P (v10 / label
                   :C (v19 / label~e.18))
           :A (v11 / label~e.19)))
